,Length,gencodeID,ensemblID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,logFC,AveExpr,t,P.Value,adj.P.Val,B,SE,Permutation
ENSG00000116962.14,5864,ENSG00000116962.14,ENSG00000116962,protein_coding,NID1,4811.0,InGen,1.41123109073436,2,ENST00000366595.7|ENST00000264187.6,0.18624274307967,3.74535598654397,3.30430564800715,0.0012746432988197,0.0270565547816383,-1.35900222839313,0.0563636548549902,07
ENSG00000263528.7,3791,ENSG00000263528.7,ENSG00000263528,protein_coding,IKBKE,9641.0,InGen,1.60465921240576,6,ENST00000605818.5|ENST00000578328.6|ENST00000584998.5|ENST00000581977.6|ENST00000579827.6|ENST00000605726.1,-0.309088541455146,3.63525884019835,-3.30342417291295,0.0012783008530449,0.0271089985919647,-1.32402703108076,0.0935661075527557,07
ENSG00000272108.1,2086,ENSG00000272108.1,ENSG00000272108,lincRNA,,,InGen,0.469635952231064,1,ENST00000606030.1,0.279810909565808,0.866878246892678,3.30310521743625,0.0012796267298392,0.0271119429587461,-1.06349901014692,0.0847114733399221,07
ENSG00000145555.14,13963,ENSG00000145555.14,ENSG00000145555,protein_coding,MYO10,4651.0,InGen,7.22088114858195,12,ENST00000274203.13|ENST00000513610.5|ENST00000515803.5|ENST00000505695.5|ENST00000513882.5|ENST00000506343.5|ENST00000512061.5|ENST00000510401.6|ENST00000508318.5|ENST00000511972.1|ENST00000502436.5|ENST00000507288.1,-0.187679826472646,7.59581986266029,-3.30272379385983,0.0012812139711468,0.0271204143660745,-1.45328901029235,0.0568257711473074,07
ENSG00000113083.12,5468,ENSG00000113083.12,ENSG00000113083,protein_coding,LOX,4015.0,InGen,0.161952286847669,5,ENST00000231004.4|ENST00000513319.5|ENST00000505593.5|ENST00000503759.5|ENST00000508067.1,0.71785071200813,0.157925018157868,3.29993040062983,0.0012928945353456,0.0273423251734201,-1.05125489312755,0.217535106761985,07
ENSG00000154447.14,5624,ENSG00000154447.14,ENSG00000154447,protein_coding,SH3RF1,57630.0,InGen,4.10403082987511,5,ENST00000284637.13|ENST00000511421.5|ENST00000508685.1|ENST00000502315.1|ENST00000510806.1,-0.133130234270965,5.52267224283657,-3.29895148057951,0.0012970113971595,0.0274040150889218,-1.50367535189718,0.040355317456072,07
ENSG00000132613.14,4999,ENSG00000132613.14,ENSG00000132613,protein_coding,MTSS1L,92154.0,InGen,24.1699935200017,4,ENST00000338779.10|ENST00000616026.4|ENST00000562883.6|ENST00000576338.1,-0.194903384971942,7.78130478384655,-3.29840108360567,0.001299331479874,0.0274276626620363,-1.45895416706716,0.0590902622305963,07
ENSG00000259330.1,594,ENSG00000259330.1,ENSG00000259330,antisense,INAFM2,,InGen,5.72357542434268,1,ENST00000560415.1,0.139134084856843,2.76126002580893,3.29702464994231,0.0013051505458385,0.027525058602911,-1.24489861495607,0.0421998922147208,07
ENSG00000103550.13,7761,ENSG00000103550.13,ENSG00000103550,protein_coding,KNOP1,400506.0,InGen,1.78018207555806,5,ENST00000219837.11|ENST00000568230.5|ENST00000567367.1|ENST00000565844.1|ENST00000564480.1,-0.130934719930427,4.80596904428209,-3.29657259164522,0.0013070669953629,0.02754004628606,-1.48166627147239,0.039718439770526,07
ENSG00000129450.8,2539,ENSG00000129450.8,ENSG00000129450,protein_coding,SIGLEC9,27180.0,InGen,0.316445768394568,3,ENST00000250360.7|ENST00000440804.7|ENST00000599948.1,0.539324014688793,0.285275505629054,3.29555363023499,0.001311396420061,0.0275527458333825,-1.06537297346721,0.16365202184567,07
ENSG00000075420.12,13270,ENSG00000075420.12,ENSG00000075420,protein_coding,FNDC3B,64778.0,InGen,1.12131215489362,12,ENST00000421757.5|ENST00000415807.6|ENST00000469491.5|ENST00000336824.8|ENST00000423424.5|ENST00000416957.5|ENST00000478016.1|ENST00000443501.1|ENST00000476794.1|ENST00000483344.1|ENST00000494000.1|ENST00000490832.1,0.150792138947088,4.81186074915259,3.29554071132869,0.0013114513966681,0.0275527458333825,-1.49064159910739,0.0457564181891998,07
ENSG00000215039.6,3411,ENSG00000215039.6,ENSG00000215039,processed_transcript,CD27-AS1,678655.0,InGen,3.88325054251646,9,ENST00000535639.5|ENST00000545339.5|ENST00000417058.6|ENST00000399492.6|ENST00000504270.2|ENST00000536388.5|ENST00000447687.2|ENST00000537003.1|ENST00000538616.1,-0.120388441768014,4.78812592015627,-3.29524076111325,0.0013127284455034,0.0275527458333825,-1.48077833318694,0.0365340351420459,07
ENSG00000105379.9,6526,ENSG00000105379.9,ENSG00000105379,protein_coding,ETFB,2109.0,InGen,2.07127411691403,5,ENST00000354232.8|ENST00000309244.8|ENST00000596253.1|ENST00000594361.1|ENST00000593992.1,-0.117014125462091,4.79514166651635,-3.29488323456995,0.0013142521465366,0.0275527458333825,-1.47972733261476,0.0355138914284965,07
ENSG00000138674.16,9145,ENSG00000138674.16,ENSG00000138674,protein_coding,SEC31A,22872.0,InGen,3.9585251690635,41,ENST00000503937.5|ENST00000348405.8|ENST00000513858.5|ENST00000395310.6|ENST00000443462.6|ENST00000509142.5|ENST00000311785.11|ENST00000448323.5|ENST00000505472.5|ENST00000500777.6|ENST00000508502.5|ENST00000355196.6|ENST00000515062.5|ENST00000264405.9|ENST00000505479.1|ENST00000505984.5|ENST00000511338.1|ENST00000514362.5|ENST00000515749.1|ENST00000509691.1|ENST00000508479.5|ENST00000507828.5|ENST00000512664.5|ENST00000510167.1|ENST00000503226.5|ENST00000512732.1|ENST00000436790.6|ENST00000503058.5|ENST00000507816.5|ENST00000514326.5|ENST00000513323.5|ENST00000511975.5|ENST00000507340.5|ENST00000507867.5|ENST00000506497.5|ENST00000510310.1|ENST00000503210.5|ENST00000505434.5|ENST00000507676.5|ENST00000506495.5|ENST00000507051.1,0.0654365539992085,6.18417114061289,3.29453859650148,0.0013157224847956,0.0275527458333825,-1.51734177204855,0.0198621300320162,07
ENSG00000131379.9,3492,ENSG00000131379.9,ENSG00000131379,protein_coding,C3orf20,84077.0,InGen,0.229204813930623,4,ENST00000253697.7|ENST00000435614.5|ENST00000412910.1|ENST00000495387.1,0.429119580987371,0.514658529273333,3.29413147068553,0.0013174613976856,0.0275527458333825,-1.07645290598064,0.130267897564534,07
ENSG00000085063.14,4942,ENSG00000085063.14,ENSG00000085063,protein_coding,CD59,966.0,InGen,22.5785818133378,14,ENST00000534312.5|ENST00000527926.5|ENST00000525763.5|ENST00000533181.1|ENST00000395850.7|ENST00000533403.5|ENST00000351554.7|ENST00000528987.1|ENST00000415002.6|ENST00000445143.6|ENST00000426650.6|ENST00000437761.6|ENST00000527577.5|ENST00000528700.1,0.158427023771808,7.81168117029622,3.29403627013474,0.0013178683274578,0.0275527458333825,-1.46950144567219,0.0480951060582365,07
ENSG00000183597.15,6157,ENSG00000183597.15,ENSG00000183597,protein_coding,TANGO2,128989.0,InGen,1.68432118000946,26,ENST00000471707.5|ENST00000401886.5|ENST00000475446.5|ENST00000432198.5|ENST00000411907.5|ENST00000420290.6|ENST00000432883.5|ENST00000434570.6|ENST00000447208.6|ENST00000456048.5|ENST00000398042.6|ENST00000399807.7|ENST00000450664.5|ENST00000450019.5|ENST00000327374.8|ENST00000479679.5|ENST00000430807.5|ENST00000401833.5|ENST00000434168.5|ENST00000462579.5|ENST00000444651.5|ENST00000484373.5|ENST00000485715.2|ENST00000490583.5|ENST00000490121.1|ENST00000476940.1,-0.121376007607019,4.37192182793689,-3.29387443129246,0.0013185603688222,0.0275527458333825,-1.45356995730101,0.0368490087095983,07
ENSG00000265688.1,1895,ENSG00000265688.1,ENSG00000265688,antisense,MAFG-AS1,92659.0,InGen,0.454364014583682,2,ENST00000582106.1|ENST00000583492.1,-0.271998052470277,0.740842383968064,-3.29340240913347,0.0013205807305802,0.0275527458333825,-1.08082418688106,0.0825887695095975,07
ENSG00000070404.9,3067,ENSG00000070404.9,ENSG00000070404,protein_coding,FSTL3,10272.0,InGen,0.927008097466455,7,ENST00000166139.8|ENST00000592058.3|ENST00000589185.2|ENST00000592947.5|ENST00000588773.5|ENST00000591573.1|ENST00000605925.3,0.263564001087345,2.40291964754061,3.29334616005119,0.0013208216822998,0.0275527458333825,-1.2200600401791,0.0800292432919498,07
ENSG00000070610.14,4803,ENSG00000070610.14,ENSG00000070610,protein_coding,GBA2,57704.0,InGen,6.78401500548477,8,ENST00000378103.7|ENST00000378088.1|ENST00000378094.4|ENST00000467252.5|ENST00000486797.1|ENST00000488292.1|ENST00000485259.1|ENST00000489025.1,-0.11992644470349,6.04184552796024,-3.29331867478916,0.0013209394346564,0.0275527458333825,-1.52339013778779,0.0364150744419435,07
ENSG00000100644.16,5151,ENSG00000100644.16,ENSG00000100644,protein_coding,HIF1A,3091.0,InGen,10.5741868177055,12,ENST00000557446.5|ENST00000553999.5|ENST00000337138.8|ENST00000394997.5|ENST00000323441.10|ENST00000557538.5|ENST00000539097.2|ENST00000557206.1|ENST00000556237.1|ENST00000555014.1|ENST00000547430.2|ENST00000556827.1,0.160198995937606,6.72062973473519,3.29137705382073,0.0013292826068433,0.0277014733031958,-1.51428024957581,0.04867233176814,07
ENSG00000145888.10,2434,ENSG00000145888.10,ENSG00000145888,protein_coding,GLRA1,2741.0,InGen,0.0905759358124401,4,ENST00000274576.8|ENST00000455880.2|ENST00000462581.6|ENST00000471351.2,0.476765042353583,-1.36274435961419,3.2889369605466,0.0013398375833019,0.0278959803123209,-1.12191924401327,0.144960225164774,07
ENSG00000006118.14,7271,ENSG00000006118.14,ENSG00000006118,protein_coding,TMEM132A,54972.0,InGen,5.32369948426631,14,ENST00000537065.1|ENST00000544065.5|ENST00000453848.6|ENST00000005286.8|ENST00000543732.1|ENST00000540276.1|ENST00000537110.1|ENST00000534983.5|ENST00000544098.1|ENST00000536409.1|ENST00000536928.1|ENST00000538090.1|ENST00000540112.1|ENST00000535480.1,-0.210114313942105,6.24324372305422,-3.28752906878218,0.0013459632122617,0.0279575842519496,-1.53854406397368,0.0639125341696031,07
ENSG00000250007.6,3094,ENSG00000250007.6,ENSG00000250007,antisense,,101928174.0,InGen,0.604955094722444,2,ENST00000503496.5|ENST00000558707.1,0.385725487588797,1.78346047897799,3.28723351122888,0.0013472524806137,0.0279575842519496,-1.17617752527859,0.117340458556167,07
ENSG00000011295.15,5966,ENSG00000011295.15,ENSG00000011295,protein_coding,TTC19,54902.0,InGen,3.60391248450105,10,ENST00000261647.9|ENST00000466729.5|ENST00000475723.5|ENST00000583704.1|ENST00000497842.6|ENST00000470399.1|ENST00000481107.1|ENST00000465567.1|ENST00000470649.1|ENST00000578103.1,0.102180964619854,5.43638134996004,3.28716096791295,0.0013475691023082,0.0279575842519496,-1.53579145980694,0.0310848679505736,07
ENSG00000170633.16,4719,ENSG00000170633.16,ENSG00000170633,protein_coding,RNF34,80196.0,InGen,4.4562449256482,11,ENST00000361234.9|ENST00000613529.4|ENST00000392465.7|ENST00000556562.1|ENST00000553407.5|ENST00000554606.5|ENST00000392464.3|ENST00000555076.1|ENST00000554868.1|ENST00000557402.1|ENST00000554484.1,-0.0909133154729538,5.45367862194372,-3.28713266403743,0.001347692655928,0.0279575842519496,-1.53607641038723,0.0276573308000564,07
ENSG00000014164.6,3731,ENSG00000014164.6,ENSG00000014164,protein_coding,ZC3H3,23144.0,InGen,1.46158106881068,2,ENST00000262577.5|ENST00000528401.1,-0.127511097311335,3.38779981824442,-3.28488139926415,0.0013575539841914,0.0281354097753357,-1.35947217482181,0.0388175650237779,07
ENSG00000214253.8,1795,ENSG00000214253.8,ENSG00000214253,protein_coding,FIS1,51024.0,InGen,18.9293392829216,9,ENST00000449367.5|ENST00000482199.5|ENST00000474120.5|ENST00000442303.1|ENST00000463406.5|ENST00000223136.4|ENST00000473527.5|ENST00000435848.1|ENST00000480497.1,-0.140969391604618,6.10836737606382,-3.28461430527445,0.0013587284142817,0.0281354097753357,-1.54607777306635,0.0429180958562619,07
ENSG00000011201.11,7131,ENSG00000011201.11,ENSG00000011201,protein_coding,ANOS1,3730.0,InGen,5.70629218864222,3,ENST00000262648.7|ENST00000481896.1|ENST00000488294.1,0.216241246040198,6.27254642718702,3.28372255588158,0.0013626563770308,0.0281555390757248,-1.54675841314051,0.0658524715045982,07
ENSG00000149658.17,3301,ENSG00000149658.17,ENSG00000149658,protein_coding,YTHDF1,54915.0,InGen,5.39244439257224,2,ENST00000370339.7|ENST00000370334.4,0.119172502214512,5.16898283923303,3.28348227845743,0.0013637165605324,0.0281555390757248,-1.54101410982896,0.036294547102139,07
ENSG00000113805.8,5109,ENSG00000113805.8,ENSG00000113805,protein_coding,CNTN3,5067.0,InGen,1.58188173666569,2,ENST00000263665.6|ENST00000477856.1,0.244131626620478,3.82367930675242,3.28329130234028,0.001364559760148,0.0281555390757248,-1.43030020551307,0.0743557619899474,07
ENSG00000270604.5,759,ENSG00000270604.5,ENSG00000270604,lincRNA,HCG17,414778.0,InGen,2.17218113865415,2,ENST00000455957.5|ENST00000453558.1,-0.262458700147831,1.67317810687104,-3.28323661461034,0.001364801307672,0.0281555390757248,-1.16292258409911,0.0799390147453565,07
ENSG00000018408.14,8413,ENSG00000018408.14,ENSG00000018408,protein_coding,WWTR1,25937.0,InGen,3.22630438023572,12,ENST00000465804.5|ENST00000360632.7|ENST00000467467.5|ENST00000471586.5|ENST00000494754.1|ENST00000472417.1|ENST00000485244.1|ENST00000479238.1|ENST00000485352.1|ENST00000475579.1|ENST00000460517.1|ENST00000474080.1,0.35005541627965,5.55228063686991,3.28299608740331,0.0013658641548118,0.0281555390757248,-1.55369586864229,0.106626814945895,07
ENSG00000105639.18,6813,ENSG00000105639.18,ENSG00000105639,protein_coding,JAK3,3718.0,InGen,0.521275047935046,7,ENST00000527031.5|ENST00000458235.5|ENST00000527670.5|ENST00000534444.1|ENST00000526008.5|ENST00000528705.1|ENST00000528293.1,0.385568332127112,2.62182706916309,3.28263033518814,0.0013674818316208,0.0281634671183237,-1.27660503819743,0.117457128204176,07
ENSG00000257151.1,4618,ENSG00000257151.1,ENSG00000257151,lincRNA,PWAR6,,InGen,32.6103524118305,1,ENST00000552334.1,0.22671592587507,8.23447984278982,3.28108576860851,0.0013743330246096,0.0282790687225992,-1.49295306445853,0.0690978358579207,07
ENSG00000213445.9,4668,ENSG00000213445.9,ENSG00000213445,protein_coding,SIPA1,6494.0,InGen,1.16198987325632,10,ENST00000534313.5|ENST00000533361.1|ENST00000526137.1|ENST00000527525.5|ENST00000394224.3|ENST00000534406.1|ENST00000530226.1|ENST00000531339.5|ENST00000529725.1|ENST00000528699.1,-0.19387850261328,3.33787999500504,-3.2791162479722,0.0013831157055261,0.0284341698597809,-1.36617633032185,0.0591252300778218,07
ENSG00000178096.8,1461,ENSG00000178096.8,ENSG00000178096,protein_coding,BOLA1,51027.0,InGen,2.04423849546189,4,ENST00000369153.2|ENST00000369152.5|ENST00000476344.1|ENST00000369150.1,-0.172376559727207,2.65244982525886,-3.27818042537231,0.0013873071724707,0.028489700914849,-1.27967840843802,0.0525829995179812,07
ENSG00000101187.15,4051,ENSG00000101187.15,ENSG00000101187,protein_coding,SLCO4A1,28231.0,InGen,1.25188824818922,9,ENST00000217159.5|ENST00000497209.5|ENST00000370507.5|ENST00000470412.5|ENST00000495889.5|ENST00000466961.5|ENST00000451793.1|ENST00000497919.5|ENST00000466818.1,0.590584217419508,2.48615894393414,3.2776092121143,0.00138987141625,0.028489700914849,-1.28684134003644,0.180187502291811,07
ENSG00000083642.18,13212,ENSG00000083642.18,ENSG00000083642,protein_coding,PDS5B,23047.0,InGen,4.09030521306759,9,ENST00000315596.14|ENST00000482955.5|ENST00000498550.5|ENST00000450460.5|ENST00000493653.1|ENST00000466078.1|ENST00000481616.1|ENST00000447833.1|ENST00000474274.1,0.122087647349163,6.74884724367437,3.27741940524872,0.0013907244614712,0.028489700914849,-1.55525740936893,0.0372511516694026,07
ENSG00000204934.10,3291,ENSG00000204934.10,ENSG00000204934,antisense,ATP6V0E2-AS1,401431.0,InGen,1.32853154762002,3,ENST00000488315.5|ENST00000461019.5|ENST00000464939.1,-0.181591848496165,3.1098102813113,-3.27733906032174,0.0013910857014203,0.028489700914849,-1.3394886004302,0.0554083191131093,07
ENSG00000225192.1,1834,ENSG00000225192.1,ENSG00000225192,processed_pseudogene,ZNF33BP1,,InGen,0.52644266898064,1,ENST00000452497.1,0.344951437247468,0.699643942010415,3.27712386246668,0.001392053687433,0.028489700914849,-1.13352669584631,0.105260420943572,07
ENSG00000047662.4,6622,ENSG00000047662.4,ENSG00000047662,protein_coding,FAM184B,27146.0,InGen,0.861640097078797,1,ENST00000265018.3,-0.191073939635718,3.41399922078932,-3.27669456677726,0.0013939865916988,0.0285037186700106,-1.37867499736083,0.0583130150649487,07
ENSG00000065802.11,7410,ENSG00000065802.11,ENSG00000065802,protein_coding,ASB1,51665.0,InGen,6.49757350062093,9,ENST00000463352.5|ENST00000264607.8|ENST00000469885.1|ENST00000409297.1|ENST00000438264.5|ENST00000491653.1|ENST00000468122.1|ENST00000481566.1|ENST00000473306.1,-0.0889732124634367,6.62017023474147,-3.27517401890275,0.0014008530488657,0.0286074786838058,-1.56682677474748,0.0271659496411261,07
ENSG00000255389.1,2421,ENSG00000255389.1,ENSG00000255389,antisense,,,InGen,1.19318128667225,1,ENST00000531702.1,-0.320309579783154,2.39147977680131,-3.27496787475377,0.0014017863787796,0.0286074786838058,-1.25325956386789,0.0978054112384956,07
ENSG00000279499.1,439,ENSG00000279499.1,ENSG00000279499,TEC,,,InGen,0.970181992386637,1,ENST00000623049.1,0.305732854596269,-0.296867991344484,3.2747400445474,0.0014028185694335,0.0286074786838058,-1.11554653565827,0.0933609539802491,07
ENSG00000279845.1,466,ENSG00000279845.1,ENSG00000279845,TEC,,,InGen,0.551443534524414,1,ENST00000625025.1,0.384749914926842,-1.17078297720885,3.27270201799701,0.001412083538159,0.028770729715925,-1.15072066422838,0.117563381209488,07
ENSG00000111786.8,3744,ENSG00000111786.8,ENSG00000111786,protein_coding,SRSF9,8683.0,InGen,4.5365042980035,6,ENST00000229390.7|ENST00000548326.1|ENST00000548792.1|ENST00000603963.1|ENST00000550458.1|ENST00000546942.1,-0.0849007138347079,5.10753929348397,-3.27231580291758,0.0014138457209177,0.0287809592386468,-1.56809218374716,0.0259451467853472,07
ENSG00000123213.22,10948,ENSG00000123213.22,ENSG00000123213,protein_coding,NLN,57486.0,InGen,1.82723623614046,10,ENST00000380985.9|ENST00000502464.5|ENST00000514991.5|ENST00000506539.5|ENST00000506799.5|ENST00000506677.1|ENST00000511299.5|ENST00000509935.2|ENST00000507201.1|ENST00000515595.1,0.100778539676721,5.34059193750096,3.27073750275941,0.0014210684003585,0.0289022281960724,-1.58030445333306,0.0308121760280971,07
ENSG00000174886.12,4839,ENSG00000174886.12,ENSG00000174886,protein_coding,NDUFA11,126328.0,InGen,1.15109312615203,6,ENST00000418389.6|ENST00000592634.5|ENST00000593233.1|ENST00000308961.4|ENST00000591341.1|ENST00000591160.1,-0.181262997962849,3.50071035840538,-3.27041993759604,0.0014225258133439,0.0289061295167049,-1.40952693597184,0.0554249917202036,07
ENSG00000186908.14,8800,ENSG00000186908.14,ENSG00000186908,protein_coding,ZDHHC17,23390.0,InGen,6.39238293715208,16,ENST00000426126.6|ENST00000546778.5|ENST00000552453.5|ENST00000547620.5|ENST00000550876.1|ENST00000551407.5|ENST00000547604.1|ENST00000550163.5|ENST00000549682.5|ENST00000549944.1|ENST00000549010.1|ENST00000550789.5|ENST00000552693.5|ENST00000553091.5|ENST00000550244.1|ENST00000547673.1,0.0902885107229636,6.83259880356912,3.26951972835008,0.0014266647672502,0.0289601989137409,-1.57577875538758,0.0276152212632546,07
ENSG00000147180.16,5004,ENSG00000147180.16,ENSG00000147180,protein_coding,ZNF711,7552.0,InGen,3.47997749359996,3,ENST00000373165.7|ENST00000276123.7|ENST00000360700.4,0.104579259844287,5.08693326089496,3.26929004649408,0.0014277225909313,0.0289601989137409,-1.5732282012016,0.031988370061089,07
ENSG00000011451.17,7965,ENSG00000011451.17,ENSG00000011451,protein_coding,WIZ,58525.0,InGen,1.90792341973225,8,ENST00000263381.11|ENST00000389282.8|ENST00000545156.5|ENST00000599910.6|ENST00000599686.3|ENST00000600632.1|ENST00000595214.2|ENST00000596159.1,-0.159527206287707,4.81509040559562,-3.26834911853782,0.0014320637852411,0.0290224816813737,-1.56766741920975,0.0488097202905533,07
ENSG00000274605.1,913,ENSG00000274605.1,ENSG00000274605,lincRNA,,105370333.0,InGen,0.778245474262777,1,ENST00000612598.1,-0.240948162364966,0.492061721740332,-3.26781004082626,0.0014345565000803,0.0290472255867327,-1.14358398401968,0.0737338337769605,07
ENSG00000074416.13,10102,ENSG00000074416.13,ENSG00000074416,protein_coding,MGLL,11343.0,InGen,7.46419235319577,14,ENST00000265052.9|ENST00000453507.6|ENST00000398104.5|ENST00000434178.6|ENST00000496306.5|ENST00000476682.1|ENST00000487473.5|ENST00000398101.7|ENST00000484451.1|ENST00000465597.5|ENST00000479967.5|ENST00000493611.1|ENST00000476654.1|ENST00000494830.1,-0.162550987877432,7.14539138620662,-3.2675097340858,0.0014359468862966,0.0290496252285337,-1.57340014089571,0.0497476675223772,07
ENSG00000228109.1,1139,ENSG00000228109.1,ENSG00000228109,antisense,MFI2-AS1,100507057.0,InGen,1.02629474664468,5,ENST00000424769.1|ENST00000415244.1|ENST00000446695.1|ENST00000437064.1|ENST00000414354.1,-0.210482884736269,1.13419075196779,-3.26607901857879,0.0014425882355098,0.0291581551318977,-1.17809821890209,0.0644451293244765,07
ENSG00000135446.16,3168,ENSG00000135446.16,ENSG00000135446,protein_coding,CDK4,1019.0,InGen,2.58301189922455,15,ENST00000312990.10|ENST00000257904.10|ENST00000552713.5|ENST00000549606.5|ENST00000553237.5|ENST00000546489.5|ENST00000551888.5|ENST00000547281.5|ENST00000550419.5|ENST00000551800.5|ENST00000552254.5|ENST00000551706.1|ENST00000552388.1|ENST00000552862.1|ENST00000547853.1,-0.118965032798923,4.02182950145362,-3.26549622586409,0.0014453017599207,0.0291623531975071,-1.49513492221504,0.036430920316695,07
ENSG00000054148.17,1612,ENSG00000054148.17,ENSG00000054148,protein_coding,PHPT1,29085.0,InGen,9.96477686749392,6,ENST00000371661.5|ENST00000492540.5|ENST00000247665.11|ENST00000462205.5|ENST00000497413.1|ENST00000463215.1,-0.164672256355769,5.01438980125071,-3.26548597007189,0.0014453495542722,0.0291623531975071,-1.5788025032164,0.0504281010131377,07
ENSG00000173530.5,3538,ENSG00000173530.5,ENSG00000173530,protein_coding,TNFRSF10D,8793.0,InGen,0.423830893674563,1,ENST00000312584.3,0.475572729116874,0.852710885749538,3.26493576308793,0.0014479158101776,0.0291883469589218,-1.17406143070774,0.145660669497241,07
ENSG00000132744.7,1300,ENSG00000132744.7,ENSG00000132744,protein_coding,ACY3,91703.0,InGen,0.866200106253158,2,ENST00000255082.7|ENST00000529256.1,-0.703092629953545,0.803260680356743,-3.26393792201711,0.0014525807645034,0.0292535054170978,-1.15956568995986,0.215412378161603,07
ENSG00000221963.5,10121,ENSG00000221963.5,ENSG00000221963,protein_coding,APOL6,80830.0,InGen,1.44049193930206,1,ENST00000409652.4,0.356004886926432,4.65282552039343,3.26369689911085,0.0014537096606132,0.0292535054170978,-1.57624360787654,0.109080254058954,07
ENSG00000116871.15,5271,ENSG00000116871.15,ENSG00000116871,protein_coding,MAP7D1,55700.0,InGen,10.6133899589164,13,ENST00000429533.6|ENST00000316156.8|ENST00000527764.1|ENST00000373150.8|ENST00000373151.6|ENST00000530729.1|ENST00000462118.1|ENST00000474796.1|ENST00000530975.4|ENST00000487131.3|ENST00000373148.5|ENST00000532131.1|ENST00000487114.1,-0.125902690375624,6.82761936331735,-3.26205785643877,0.0014614083175198,0.0293361183889859,-1.59966356936187,0.0385960936060996,07
ENSG00000279792.1,2266,ENSG00000279792.1,ENSG00000279792,TEC,,,InGen,0.808911375824934,1,ENST00000624336.1,-0.196990791324155,1.85686508232816,-3.26199172754645,0.0014617197254403,0.0293361183889859,-1.24245018565961,0.0603897274357358,07
ENSG00000163832.15,3313,ENSG00000163832.15,ENSG00000163832,protein_coding,ELP6,54859.0,InGen,2.56967414388634,15,ENST00000296149.8|ENST00000442215.6|ENST00000446787.5|ENST00000439305.5|ENST00000412761.5|ENST00000444760.5|ENST00000445044.5|ENST00000461208.5|ENST00000425291.5|ENST00000494161.1|ENST00000449409.5|ENST00000414236.5|ENST00000485029.5|ENST00000483205.1|ENST00000460502.1,-0.10131562540239,4.124479972274,-3.26177788532366,0.0014627271551945,0.0293361183889859,-1.51653365082472,0.0310614729035531,07
ENSG00000104320.13,6156,ENSG00000104320.13,ENSG00000104320,protein_coding,NBN,4683.0,InGen,5.1824908467117,11,ENST00000265433.7|ENST00000396252.6|ENST00000409330.5|ENST00000613033.1|ENST00000474821.1|ENST00000520325.1|ENST00000519426.5|ENST00000517772.5|ENST00000523444.1|ENST00000517337.1|ENST00000494804.1,0.0978219134701406,6.02837039879092,3.26173003650884,0.0014629526639691,0.0293361183889859,-1.61471840234109,0.0299908062209966,07
ENSG00000169710.8,9364,ENSG00000169710.8,ENSG00000169710,protein_coding,FASN,2194.0,InGen,12.2485648175238,13,ENST00000306749.3|ENST00000634990.1|ENST00000584610.2|ENST00000578424.2|ENST00000580382.1|ENST00000636628.1|ENST00000579410.1|ENST00000635197.1|ENST00000637525.1|ENST00000637026.1|ENST00000635733.1|ENST00000636968.1|ENST00000637693.1,-0.187965931529958,7.83401946377441,-3.26125977809945,0.0014651706934107,0.0293548233662293,-1.56797579984451,0.0576359886422473,07
ENSG00000122786.19,9843,ENSG00000122786.19,ENSG00000122786,protein_coding,CALD1,800.0,InGen,3.43508884747357,24,ENST00000417172.5|ENST00000436461.6|ENST00000422748.5|ENST00000454108.5|ENST00000475772.5|ENST00000430085.5|ENST00000462181.1|ENST00000482470.5|ENST00000361675.6|ENST00000361901.6|ENST00000498254.5|ENST00000489019.6|ENST00000445569.6|ENST00000435928.1|ENST00000393118.6|ENST00000443197.5|ENST00000424922.5|ENST00000495522.1|ENST00000496024.1|ENST00000478075.1|ENST00000472096.1|ENST00000466704.1|ENST00000473714.1|ENST00000480638.1,0.145503368593452,6.0154748358403,3.25994189127578,0.0014714034042481,0.0294538595556763,-1.6221960338855,0.0446337307369946,07
ENSG00000118965.14,7836,ENSG00000118965.14,ENSG00000118965,protein_coding,WDR35,57539.0,InGen,2.41123295929847,6,ENST00000281405.8|ENST00000345530.7|ENST00000445063.5|ENST00000414212.5|ENST00000453014.1|ENST00000494964.1,0.122175560117083,5.24432754824615,3.25799290075233,0.0014806661965053,0.0296026706377533,-1.61795180995754,0.0375002536343374,07
ENSG00000198265.11,15677,ENSG00000198265.11,ENSG00000198265,protein_coding,HELZ,9931.0,InGen,3.6692427890035,12,ENST00000358691.9|ENST00000579953.5|ENST00000580168.5|ENST00000417253.7|ENST00000578783.1|ENST00000578938.1|ENST00000582864.1|ENST00000580662.5|ENST00000584641.5|ENST00000581159.5|ENST00000580963.1|ENST00000579861.1,0.0807437620636336,6.83712243146955,3.25783277627736,0.0014814296207947,0.0296026706377533,-1.61085149255434,0.0247845017250694,07
ENSG00000141034.9,5210,ENSG00000141034.9,ENSG00000141034,protein_coding,GID4,79018.0,InGen,1.88127445168892,5,ENST00000268719.8|ENST00000376345.3|ENST00000459843.5|ENST00000481836.2|ENST00000579871.1,-0.0848638411155777,4.30836088878014,-3.25631852486556,0.0014886672976029,0.0296763699158608,-1.55390148369955,0.0260612837680188,07
