"","module"
"TSPAN6|ENSG00000000003.15","brown"
"C3orf86|ENSG00000225873.4","grey"
"PSG8-AS1|ENSG00000225877.3","turquoise"
"LINC00115|ENSG00000225880.6","grey"
"ENSG00000225889|ENSG00000225889.10","turquoise"
"DHDDS-AS1|ENSG00000225891.2","turquoise"
"HSPE1P13|ENSG00000225900.1","grey"
"ANKRD65-AS1|ENSG00000225905.1","turquoise"
"RPS27P16|ENSG00000225907.1","grey"
"TSBP1-AS1|ENSG00000225914.5","grey"
"ENSG00000225916|ENSG00000225916.1","grey"
"NOL7|ENSG00000225921.7","darkorange"
"LINC02249|ENSG00000225930.4","grey"
"PCA3|ENSG00000225937.3","grey"
"S1PR1-DT|ENSG00000225938.3","brown"
"C5orf67|ENSG00000225940.7","grey"
"ZFAND3-DT|ENSG00000225945.1","grey"
"LINC02648|ENSG00000225948.2","grey"
"SATB2-AS1|ENSG00000225953.5","grey"
"ENSG00000225963|ENSG00000225963.8","grey"
"NRIR|ENSG00000225964.6","grey"
"ENSG00000225965|ENSG00000225965.1","grey"
"ELFN1|ENSG00000225968.8","black"
"MTND1P23|ENSG00000225972.1","grey"
"PIGBOS1|ENSG00000225973.4","grey"
"ZNF567-DT|ENSG00000225975.8","blue"
"HAR1A|ENSG00000225978.3","grey"
"MICALL2-DT|ENSG00000225981.3","grey"
"ENSG00000225982|ENSG00000225982.1","grey"
"LAMP5-AS1|ENSG00000225988.1","grey"
"RPL23AP34|ENSG00000225991.1","grey"
"GTF2IP14|ENSG00000226002.1","grey"
"FAM88F|ENSG00000226007.3","grey"
"KCNIP2-AS1|ENSG00000226009.3","grey"
"ENSG00000226010|ENSG00000226010.1","greenyellow"
"CCT8P1|ENSG00000226015.2","grey"
"RWDD3-DT|ENSG00000226026.7","grey"
"LINC01772|ENSG00000226029.1","grey"
"FGF13-AS1|ENSG00000226031.5","grey"
"PPIAP21|ENSG00000226038.5","grey"
"ENSG00000226045|ENSG00000226045.1","grey"
"YBX1P8|ENSG00000226048.1","grey"
"TLK2P1|ENSG00000226049.3","grey"
"ZNF503-AS1|ENSG00000226051.10","grey"
"MEMO1P1|ENSG00000226054.2","grey"
"PAICSP1|ENSG00000226055.2","grey"
"MTND4P32|ENSG00000226056.1","grey"
"LINC00623|ENSG00000226067.7","lightcyan"
"LINC00951|ENSG00000226070.2","grey"
"SLC39A12-AS1|ENSG00000226083.5","grey"
"ENSG00000226084|ENSG00000226084.5","paleturquoise"
"UQCRFS1P1|ENSG00000226085.3","grey"
"ENSG00000226087|ENSG00000226087.4","grey"
"LINC00937|ENSG00000226091.7","grey"
"SEPTIN7P3|ENSG00000226102.3","grey"
"RPL36AP54|ENSG00000226107.1","grey"
"FCF1P4|ENSG00000226112.1","grey"
"ENSG00000226113|ENSG00000226113.1","grey"
"AHCTF1P1|ENSG00000226121.2","grey"
"FTCDNL1|ENSG00000226124.9","grey"
"LINC01907|ENSG00000226125.2","purple"
"BAIAP2-DT|ENSG00000226137.5","black"
"ENSG00000226149|ENSG00000226149.6","midnightblue"
"TEX22|ENSG00000226174.7","grey"
"LINC00685|ENSG00000226179.6","grey"
"ENSG00000226180|ENSG00000226180.3","grey"
"CLK3P2|ENSG00000226191.3","grey"
"LINC02519|ENSG00000226194.6","grey"
"SGMS1-AS1|ENSG00000226200.7","grey"
"WASH8P|ENSG00000226210.3","grey"
"RPS12P5|ENSG00000226216.1","grey"
"RPL26P19|ENSG00000226221.1","grey"
"NPIPB14P|ENSG00000226232.8","grey"
"GAS1RR|ENSG00000226237.4","grey"
"ENSG00000226239|ENSG00000226239.2","grey"
"LINC00381|ENSG00000226240.2","grey"
"LINC02608|ENSG00000226251.8","grey"
"MRPL35P3|ENSG00000226253.1","grey"
"PTP4A1P3|ENSG00000226254.1","grey"
"GRM7-AS3|ENSG00000226258.7","grey"
"GTF2H2B|ENSG00000226259.10","grey"
"ENSG00000226266|ENSG00000226266.8","grey"
"ENSG00000226268|ENSG00000226268.3","grey"
"ENSG00000226277|ENSG00000226277.2","grey"
"PSPHP1|ENSG00000226278.1","grey"
"TMEM191A|ENSG00000226287.9","white"
"ENSG00000226308|ENSG00000226308.2","grey"
"ENSG00000226310|ENSG00000226310.2","turquoise"
"ZKSCAN8P1|ENSG00000226314.9","grey"
"RPS3AP38|ENSG00000226318.1","grey"
"LINC01811|ENSG00000226320.6","grey"
"CROCC2|ENSG00000226321.6","violet"
"NUP50-DT|ENSG00000226328.8","grey"
"ENSG00000226332|ENSG00000226332.2","grey"
"PSPC1-AS2|ENSG00000226352.2","grey"
"ENSG00000226355|ENSG00000226355.2","grey"
"RPL10AP6|ENSG00000226360.5","grey"
"HAGLROS|ENSG00000226363.4","grey"
"ENSG00000226375|ENSG00000226375.1","grey"
"MYO1D-DT|ENSG00000226377.2","grey"
"LINC01876|ENSG00000226383.7","grey"
"PARD3-DT|ENSG00000226386.1","grey"
"ENSG00000226396|ENSG00000226396.1","grey"
"ENSG00000226405|ENSG00000226405.1","turquoise"
"ENSG00000226409|ENSG00000226409.3","grey"
"ENSG00000226410|ENSG00000226410.1","grey"
"TPI1P1|ENSG00000226415.1","grey"
"SLC16A1-AS1|ENSG00000226419.8","turquoise"
"ENSG00000226431|ENSG00000226431.1","grey"
"ANKRD18DP|ENSG00000226435.12","grey"
"GAPDHP32|ENSG00000226443.3","grey"
"THBS2-AS1|ENSG00000226445.2","grey"
"CYP2D8P|ENSG00000226450.2","grey"
"LINC02542|ENSG00000226453.4","grey"
"ENSG00000226454|ENSG00000226454.3","grey"
"ENSG00000226465|ENSG00000226465.5","yellow"
"ENSG00000226468|ENSG00000226468.2","grey"
"ENSG00000226471|ENSG00000226471.7","grey"
"ENSG00000226472|ENSG00000226472.8","grey"
"LINC01748|ENSG00000226476.7","grey"
"UPF3AP1|ENSG00000226478.3","grey"
"TMEM185B|ENSG00000226479.4","black"
"ENSG00000226487|ENSG00000226487.1","purple"
"FTOP1|ENSG00000226491.1","grey"
"LINC00323|ENSG00000226496.3","turquoise"
"RPSAP21|ENSG00000226498.2","grey"
"ENSG00000226499|ENSG00000226499.1","grey"
"USF1P1|ENSG00000226501.2","grey"
"LINC01918|ENSG00000226508.1","grey"
"LINC00390|ENSG00000226519.4","grey"
"ENSG00000226530|ENSG00000226530.4","grey"
"AGKP1|ENSG00000226555.1","grey"
"NPM1P49|ENSG00000226556.2","grey"
"ENSG00000226571|ENSG00000226571.2","grey"
"ENSG00000226578|ENSG00000226578.1","greenyellow"
"RPL39P40|ENSG00000226580.1","grey"
"LINC02848|ENSG00000226581.4","grey"
"PAPPA-AS2|ENSG00000226604.2","grey"
"FTLP3|ENSG00000226608.3","grey"
"SNX30-DT|ENSG00000226609.2","turquoise"
"ENSG00000226622|ENSG00000226622.7","grey"
"SHANK2-AS1|ENSG00000226627.2","grey"
"UBE2V1P1|ENSG00000226632.1","grey"
"ENSG00000226636|ENSG00000226636.1","grey"
"ACTG1P12|ENSG00000226642.1","grey"
"ENSG00000226644|ENSG00000226644.5","grey"
"PLCG1-AS1|ENSG00000226648.2","grey"
"KIF4B|ENSG00000226650.6","green"
"ENSG00000226668|ENSG00000226668.5","grey"
"LINC01108|ENSG00000226673.2","grey"
"TEX41|ENSG00000226674.11","grey"
"LINC02679|ENSG00000226676.1","grey"
"PWWP2AP1|ENSG00000226683.2","grey"
"LINC01535|ENSG00000226686.10","grey"
"ENTPD1-AS1|ENSG00000226688.9","darkred"
"ENSG00000226690|ENSG00000226690.9","violet"
"LENG8-AS1|ENSG00000226696.8","yellow"
"FAM66C|ENSG00000226711.9","turquoise"
"PTPRD-DT|ENSG00000226717.2","grey"
"EEF1DP2|ENSG00000226721.2","grey"
"PABPC1L2B-AS1|ENSG00000226725.2","grey"
"LINC02554|ENSG00000226741.2","grey"
"HSBP1L1|ENSG00000226742.4","grey"
"SMCR5|ENSG00000226746.2","grey"
"FSIP2-AS2|ENSG00000226747.6","grey"
"CUTALP|ENSG00000226752.10","grey"
"MAGOH-DT|ENSG00000226754.3","grey"
"DISC1-IT1|ENSG00000226758.1","grey"
"TAS2R46|ENSG00000226761.3","grey"
"SRRM5|ENSG00000226763.5","lightcyan"
"RPSAP33|ENSG00000226765.1","grey"
"FABP7P1|ENSG00000226766.1","grey"
"HIKESHIP1|ENSG00000226774.1","grey"
"PGAM4|ENSG00000226784.3","grey"
"LINC02611|ENSG00000226791.9","purple"
"C13orf42|ENSG00000226792.8","grey"
"OSTCP8|ENSG00000226801.2","grey"
"ZNF451-AS1|ENSG00000226803.9","grey"
"LINC00840|ENSG00000226808.3","grey"
"ENSG00000226816|ENSG00000226816.3","grey"
"LINC02785|ENSG00000226822.4","grey"
"SUGT1P1|ENSG00000226823.1","turquoise"
"ENSG00000226824|ENSG00000226824.8","darkgrey"
"LINC02774|ENSG00000226828.2","grey"
"PPP1CB-DT|ENSG00000226833.7","turquoise"
"PAICSP3|ENSG00000226840.1","grey"
"LINC00348|ENSG00000226846.2","yellow"
"ENSG00000226849|ENSG00000226849.1","grey"
"GPR155-DT|ENSG00000226853.5","grey"
"ENSG00000226854|ENSG00000226854.1","grey"
"THORLNC|ENSG00000226856.9","grey"
"ENSG00000226862|ENSG00000226862.1","grey"
"SHROOM2P1|ENSG00000226863.1","grey"
"ATE1-AS1|ENSG00000226864.3","grey"
"ZNF877P|ENSG00000226875.1","grey"
"ENSG00000226877|ENSG00000226877.9","grey"
"ENSG00000226886|ENSG00000226886.1","grey"
"ERVMER34-1|ENSG00000226887.8","grey"
"ATF6-DT|ENSG00000226889.4","grey"
"LINC01359|ENSG00000226891.9","greenyellow"
"ENSG00000226900|ENSG00000226900.2","grey"
"LINC00354|ENSG00000226903.3","grey"
"ENSG00000226904|ENSG00000226904.1","grey"
"BSN-DT|ENSG00000226913.2","grey"
"ENSG00000226939|ENSG00000226939.1","grey"
"IL9RP3|ENSG00000226942.2","grey"
"DANCR|ENSG00000226950.8","yellow"
"NCKAP5-AS2|ENSG00000226953.8","grey"
"RHEBP2|ENSG00000226964.1","grey"
"COX6A1P2|ENSG00000226976.3","grey"
"HMGN1P24|ENSG00000226977.1","grey"
"ABHD17AP6|ENSG00000226981.2","grey"
"ENSG00000226989|ENSG00000226989.1","grey"
"ENSG00000226994|ENSG00000226994.9","turquoise"
"LINC00658|ENSG00000226995.9","grey"
"NBPF2P|ENSG00000227001.3","grey"
"FKBP14-AS1|ENSG00000227014.6","grey"
"LINC02796|ENSG00000227016.3","grey"
"SLC8A1-AS1|ENSG00000227028.6","grey"
"RPS2P36|ENSG00000227032.1","grey"
"ENSG00000227034|ENSG00000227034.1","grey"
"LINC00511|ENSG00000227036.10","darkgreen"
"GTF2IP7|ENSG00000227038.3","grey"
"ITGB2-AS1|ENSG00000227039.8","purple"
"C14orf132|ENSG00000227051.7","grey"
"MUC12-AS1|ENSG00000227053.2","grey"
"WDR46|ENSG00000227057.10","tan"
"ANHX|ENSG00000227059.7","grey"
"LINC00629|ENSG00000227060.7","grey"
"RPL41P1|ENSG00000227063.5","saddlebrown"
"ENSG00000227066|ENSG00000227066.2","grey"
"ENSG00000227072|ENSG00000227072.1","grey"
"ENSG00000227076|ENSG00000227076.1","grey"
"LINC02094|ENSG00000227078.1","lightcyan"
"ENSG00000227081|ENSG00000227081.5","saddlebrown"
"LINC02798|ENSG00000227082.3","blue"
"ENSG00000227088|ENSG00000227088.2","turquoise"
"RPS28P7|ENSG00000227097.5","grey"
"ENSG00000227098|ENSG00000227098.2","grey"
"LMCD1-AS1|ENSG00000227110.7","turquoise"
"ENSG00000227113|ENSG00000227113.2","grey"
"LINC01630|ENSG00000227115.10","turquoise"
"HORMAD2-AS1|ENSG00000227117.6","grey"
"ZNF717|ENSG00000227124.11","midnightblue"
"ENSG00000227141|ENSG00000227141.2","grey"
"ENSG00000227157|ENSG00000227157.2","grey"
"WDR11-DT|ENSG00000227165.10","grey"
"YAE1-DT|ENSG00000227172.2","grey"
"ENSG00000227189|ENSG00000227189.2","grey"
"TRGC2|ENSG00000227191.8","grey"
"ENSG00000227192|ENSG00000227192.1","grey"
"ENSG00000227193|ENSG00000227193.2","grey"
"ST7-AS1|ENSG00000227199.1","turquoise"
"ENSG00000227200|ENSG00000227200.1","grey"
"CNN2P1|ENSG00000227201.2","grey"
"SUB1P1|ENSG00000227203.3","grey"
"RPL31P12|ENSG00000227207.2","grey"
"WDR35-DT|ENSG00000227210.2","grey"
"WASH7P|ENSG00000227232.5","grey"
"LINC00845|ENSG00000227244.3","turquoise"
"NALF1-IT1|ENSG00000227248.1","grey"
"COPS8-DT|ENSG00000227252.2","grey"
"MIS18A-AS1|ENSG00000227256.1","grey"
"SMIM2-AS1|ENSG00000227258.7","grey"
"HCG4B|ENSG00000227262.3","grey"
"ENSG00000227267|ENSG00000227267.3","grey"
"KLLN|ENSG00000227268.5","grey"
"ARID3BP1|ENSG00000227288.3","grey"
"ENSG00000227304|ENSG00000227304.3","grey"
"RPL7AP22|ENSG00000227331.1","turquoise"
"PARG|ENSG00000227345.9","midnightblue"
"RBM26-AS1|ENSG00000227354.7","grey"
"ENSG00000227355|ENSG00000227355.5","grey"
"LINC02936|ENSG00000227359.1","grey"
"ENSG00000227370|ENSG00000227370.1","grey"
"TP73-AS1|ENSG00000227372.12","turquoise"
"RABGAP1L-DT|ENSG00000227373.6","grey"
"FTH1P16|ENSG00000227376.1","grey"
"PPIAP2|ENSG00000227379.2","grey"
"EIF4A2P2|ENSG00000227382.1","grey"
"RPL35AP2|ENSG00000227383.1","grey"
"ENSG00000227388|ENSG00000227388.3","yellow"
"HPN-AS1|ENSG00000227392.3","turquoise"
"RPL11P1|ENSG00000227394.1","grey"
"KIF9-AS1|ENSG00000227398.6","brown"
"ENSG00000227407|ENSG00000227407.1","grey"
"FCF1P1|ENSG00000227436.1","grey"
"FGF7P6|ENSG00000227449.8","grey"
"ENSG00000227455|ENSG00000227455.3","brown"
"LINC00310|ENSG00000227456.9","grey"
"ENSG00000227463|ENSG00000227463.3","grey"
"RPL39P16|ENSG00000227470.1","grey"
"STK4-DT|ENSG00000227477.2","grey"
"ENSG00000227486|ENSG00000227486.4","turquoise"
"NCAM1-AS1|ENSG00000227487.4","grey"
"USP9YP14|ENSG00000227494.2","grey"
"SCAMP4|ENSG00000227500.10","royalblue"
"MROCKI|ENSG00000227502.4","purple"
"LTB|ENSG00000227507.3","grey"
"ENSG00000227512|ENSG00000227512.1","grey"
"SLC2A1-DT|ENSG00000227533.7","grey"
"AP1M2P1|ENSG00000227534.1","grey"
"ENSG00000227535|ENSG00000227535.2","grey"
"SOCS5P4|ENSG00000227536.1","grey"
"DNAJC9-AS1|ENSG00000227540.1","grey"
"SFR1P1|ENSG00000227541.1","grey"
"MYO1B-AS1|ENSG00000227542.1","grey"
"SPAG5-AS1|ENSG00000227543.5","grey"
"LINC03013|ENSG00000227544.10","turquoise"
"RPS15AP30|ENSG00000227560.1","grey"
"ENSG00000227579|ENSG00000227579.6","grey"
"ADGRF5P1|ENSG00000227582.2","grey"
"RPS3AP37|ENSG00000227583.1","turquoise"
"HSD11B1-AS1|ENSG00000227591.6","grey"
"ENSG00000227598|ENSG00000227598.1","grey"
"ENSG00000227606|ENSG00000227606.2","grey"
"ENSG00000227615|ENSG00000227615.1","paleturquoise"
"ENSG00000227619|ENSG00000227619.3","green"
"ENSG00000227627|ENSG00000227627.5","grey"
"LINC01132|ENSG00000227630.4","grey"
"ENSG00000227632|ENSG00000227632.2","grey"
"SOX21-AS1|ENSG00000227640.5","brown"
"STEAP2-AS1|ENSG00000227646.7","grey"
"CYCSP24|ENSG00000227666.1","grey"
"ZNF731P|ENSG00000227671.4","grey"
"ENSG00000227681|ENSG00000227681.5","grey"
"RPL23AP74|ENSG00000227694.1","grey"
"DNMBP-AS1|ENSG00000227695.6","brown"
"ENSG00000227698|ENSG00000227698.1","grey"
"ENSG00000227704|ENSG00000227704.3","grey"
"ENSG00000227711|ENSG00000227711.3","grey"
"ENSG00000227712|ENSG00000227712.3","grey"
"POLR2MP1|ENSG00000227725.3","grey"
"ENSG00000227726|ENSG00000227726.1","grey"
"ENSG00000227733|ENSG00000227733.12","grey"
"LINC02803|ENSG00000227740.2","grey"
"ENSG00000227741|ENSG00000227741.1","grey"
"CALR4P|ENSG00000227742.2","grey"
"ENSG00000227745|ENSG00000227745.1","grey"
"ENSG00000227755|ENSG00000227755.1","grey"
"ENSG00000227757|ENSG00000227757.3","turquoise"
"ENSG00000227766|ENSG00000227766.1","grey"
"ASH1L-IT1|ENSG00000227773.1","grey"
"ENSG00000227775|ENSG00000227775.3","grey"
"ENSG00000227782|ENSG00000227782.2","grey"
"ENSG00000227785|ENSG00000227785.1","grey"
"CDPF1P1|ENSG00000227799.1","grey"
"RPL21P90|ENSG00000227805.1","grey"
"INKA2-AS1|ENSG00000227811.3","grey"
"ENSG00000227815|ENSG00000227815.2","grey"
"SLC9A7P1|ENSG00000227825.4","grey"
"PKD1P2|ENSG00000227827.3","grey"
"CARM1P1|ENSG00000227835.8","grey"
"ENSG00000227836|ENSG00000227836.1","grey"
"SUCLA2-AS1|ENSG00000227848.1","yellow"
"DPY19L2P3|ENSG00000227855.4","grey"
"TEX46|ENSG00000227868.7","grey"
"MRLN|ENSG00000227877.7","grey"
"ENSG00000227878|ENSG00000227878.2","grey"
"PSPC1P1|ENSG00000227879.2","grey"
"ENSG00000227885|ENSG00000227885.4","grey"
"FAM66A|ENSG00000227888.4","grey"
"WAPL-DT|ENSG00000227896.2","grey"
"SNAP25-AS1|ENSG00000227906.10","blue"
"IL6ST-DT|ENSG00000227908.5","grey"
"ENSG00000227910|ENSG00000227910.1","grey"
"LINC02344|ENSG00000227911.3","grey"
"MACROD2-IT1|ENSG00000227927.2","grey"
"INO80D-AS1|ENSG00000227946.3","turquoise"
"LINC01738|ENSG00000227947.2","grey"
"LINC01341|ENSG00000227953.7","grey"
"TARID|ENSG00000227954.7","grey"
"ENSG00000227962|ENSG00000227962.1","grey"
"RBM15-AS1|ENSG00000227963.2","grey"
"PIN4P1|ENSG00000227973.1","grey"
"ENSG00000227992|ENSG00000227992.1","grey"
"ENSG00000228010|ENSG00000228010.6","grey"
"IL6R-AS1|ENSG00000228013.1","grey"
"ZNF680P1|ENSG00000228014.1","grey"
"RAPGEF4-AS1|ENSG00000228016.1","blue"
"HCG20|ENSG00000228022.6","grey"
"ENSG00000228031|ENSG00000228031.4","grey"
"VN1R51P|ENSG00000228038.1","grey"
"SPOPL-DT|ENSG00000228043.5","grey"
"POLR2J2|ENSG00000228049.8","grey"
"LINC01736|ENSG00000228058.4","purple"
"ENSG00000228061|ENSG00000228061.7","turquoise"
"LYPLAL1-DT|ENSG00000228063.4","grey"
"LINC01515|ENSG00000228065.13","grey"
"ENSG00000228079|ENSG00000228079.2","grey"
"ENSG00000228084|ENSG00000228084.3","turquoise"
"COX6CP15|ENSG00000228092.1","grey"
"MTATP6P11|ENSG00000228097.1","grey"
"ENSG00000228107|ENSG00000228107.1","blue"
"MELTF-AS1|ENSG00000228109.2","grey"
"ENSG00000228113|ENSG00000228113.7","grey"
"FALEC|ENSG00000228126.1","grey"
"LINC01494|ENSG00000228135.1","grey"
"ENSG00000228137|ENSG00000228137.1","grey"
"EFHD2-AS1|ENSG00000228140.2","grey"
"ENSG00000228141|ENSG00000228141.7","grey"
"ENSG00000228150|ENSG00000228150.1","grey"
"TLE1P1|ENSG00000228158.2","grey"
"ENSG00000228162|ENSG00000228162.2","grey"
"MTND1P11|ENSG00000228166.1","grey"
"PPIAP19|ENSG00000228169.3","grey"
"ENSG00000228172|ENSG00000228172.5","turquoise"
"GEMIN8P4|ENSG00000228175.3","grey"
"ZNF691-DT|ENSG00000228192.10","grey"
"OR2M3|ENSG00000228198.3","grey"
"ENSG00000228201|ENSG00000228201.1","grey"
"GRASLND|ENSG00000228203.8","blue"
"ATF4P3|ENSG00000228218.1","grey"
"LINC00578|ENSG00000228221.6","grey"
"ENSG00000228222|ENSG00000228222.1","grey"
"HCG11|ENSG00000228223.3","brown"
"GAPDHP1|ENSG00000228232.1","grey"
"ENSG00000228238|ENSG00000228238.1","grey"
"XPC-AS1|ENSG00000228242.6","skyblue"
"ENSG00000228251|ENSG00000228251.1","grey"
"COL6A4P2|ENSG00000228252.9","grey"
"MT-ATP8|ENSG00000228253.1","grey"
"ITPRIP-AS1|ENSG00000228261.1","grey"
"ENSG00000228274|ENSG00000228274.5","grey"
"ARMCX3-AS1|ENSG00000228275.1","grey"
"ENSG00000228280|ENSG00000228280.1","grey"
"PCAT6|ENSG00000228288.9","grey"
"IDH3B-DT|ENSG00000228293.1","grey"
"FAM174C|ENSG00000228300.14","red"
"PRELID1P6|ENSG00000228305.2","grey"
"CYP4F29P|ENSG00000228314.1","grey"
"MTATP6P19|ENSG00000228316.1","grey"
"ENSG00000228327|ENSG00000228327.5","grey"
"PGK1P1|ENSG00000228328.2","grey"
"RPL17P43|ENSG00000228331.2","grey"
"ENSG00000228335|ENSG00000228335.1","grey"
"MIR646HG|ENSG00000228340.8","grey"
"LINC02263|ENSG00000228358.7","grey"
"GAS2L1P2|ENSG00000228376.3","grey"
"ITPKB-IT1|ENSG00000228382.3","grey"
"ENSG00000228391|ENSG00000228391.1","grey"
"ENSG00000228392|ENSG00000228392.3","turquoise"
"LINC01004|ENSG00000228393.6","yellow"
"ENSG00000228395|ENSG00000228395.3","grey"
"CNTNAP5-DT|ENSG00000228400.2","grey"
"ENSG00000228408|ENSG00000228408.6","lightcyan"
"CCT6P1|ENSG00000228409.8","grey"
"LNC-LBCS|ENSG00000228412.9","saddlebrown"
"REL-DT|ENSG00000228414.8","grey"
"PTMAP1|ENSG00000228415.3","grey"
"ENSG00000228421|ENSG00000228421.2","grey"
"ENSG00000228423|ENSG00000228423.2","grey"
"ENSG00000228427|ENSG00000228427.5","purple"
"ENSG00000228434|ENSG00000228434.1","darkgrey"
"RRAGC-DT|ENSG00000228436.4","grey"
"ENSG00000228444|ENSG00000228444.2","grey"
"ANKRD49P1|ENSG00000228446.2","grey"
"SDAD1P1|ENSG00000228451.5","grey"
"LINC01546|ENSG00000228459.5","grey"
"ENSG00000228463|ENSG00000228463.10","grey"
"OST4|ENSG00000228474.6","yellow"
"ENSG00000228477|ENSG00000228477.1","grey"
"ENSG00000228484|ENSG00000228484.3","grey"
"GRK5-IT1|ENSG00000228485.1","grey"
"C2orf92|ENSG00000228486.11","turquoise"
"ENSG00000228488|ENSG00000228488.1","grey"
"LINC01013|ENSG00000228495.2","grey"
"ENSG00000228496|ENSG00000228496.2","grey"
"EEF1A1P11|ENSG00000228502.1","grey"
"PNISR-AS1|ENSG00000228506.4","grey"
"ENSG00000228510|ENSG00000228510.2","turquoise"
"ENSG00000228521|ENSG00000228521.2","grey"
"MIR34AHG|ENSG00000228526.8","grey"
"ENSG00000228528|ENSG00000228528.2","grey"
"ENSG00000228540|ENSG00000228540.1","grey"
"ENSG00000228541|ENSG00000228541.3","grey"
"CCDC183-AS1|ENSG00000228544.1","black"
"ENSG00000228549|ENSG00000228549.5","grey"
"ENSG00000228566|ENSG00000228566.2","grey"
"NUTM2E|ENSG00000228570.8","grey"
"SPCS2P4|ENSG00000228589.3","grey"
"D21S2088E|ENSG00000228592.2","grey"
"FNDC10|ENSG00000228594.4","red"
"DCAF8-DT|ENSG00000228606.4","grey"
"ZNF883|ENSG00000228623.7","midnightblue"
"HDAC2-AS2|ENSG00000228624.8","turquoise"
"ENSG00000228629|ENSG00000228629.2","grey"
"ROCR|ENSG00000228639.8","grey"
"SNHG26|ENSG00000228649.11","grey"
"PROB1|ENSG00000228672.4","black"
"ENSG00000228679|ENSG00000228679.1","grey"
"ARL17B|ENSG00000228696.10","grey"
"TNKS2-DT|ENSG00000228701.3","grey"
"LINC02575|ENSG00000228709.3","grey"
"DHFR|ENSG00000228716.7","grey"
"ENSG00000228721|ENSG00000228721.1","grey"
"SAPCD1|ENSG00000228727.10","grey"
"SPATA13|ENSG00000228741.2","grey"
"WEE2-AS1|ENSG00000228775.8","grey"
"MRPL45P2|ENSG00000228782.9","turquoise"
"LINC00954|ENSG00000228784.9","grey"
"HCG22|ENSG00000228789.9","grey"
"THRB-AS1|ENSG00000228791.8","grey"
"ENSG00000228793|ENSG00000228793.3","turquoise"
"LINC01128|ENSG00000228794.12","blue"
"PCMTD1-DT|ENSG00000228801.8","greenyellow"
"HMGB3P4|ENSG00000228808.1","grey"
"BACH1-IT2|ENSG00000228817.4","grey"
"MIR4500HG|ENSG00000228824.8","blue"
"TLK2P2|ENSG00000228828.1","greenyellow"
"PIK3IP1-DT|ENSG00000228839.5","grey"
"NEGR1-IT1|ENSG00000228853.1","grey"
"ACTR3-AS1|ENSG00000228857.3","yellow"
"SEPTIN7-DT|ENSG00000228878.10","greenyellow"
"ENSG00000228886|ENSG00000228886.1","grey"
"UBAC2-AS1|ENSG00000228889.9","grey"
"RASA4CP|ENSG00000228903.7","grey"
"LINC01344|ENSG00000228918.5","grey"
"ENSG00000228923|ENSG00000228923.1","grey"
"AKT3-IT1|ENSG00000228939.1","grey"
"ENSG00000228944|ENSG00000228944.1","grey"
"ENSG00000228950|ENSG00000228950.1","turquoise"
"SATB1-AS1|ENSG00000228956.9","midnightblue"
"UBTFL6|ENSG00000228970.6","grey"
"SLC47A1P1|ENSG00000228983.9","grey"
"ENSG00000228998|ENSG00000228998.4","grey"
"ENSG00000228999|ENSG00000228999.4","grey"
"EXOSC3P1|ENSG00000229007.1","grey"
"RPL30P13|ENSG00000229014.3","grey"
"LINC01277|ENSG00000229017.7","grey"
"PMS2P7|ENSG00000229018.5","grey"
"RAB1AP1|ENSG00000229023.1","grey"
"VDAC1P8|ENSG00000229036.7","grey"
"ZFAND2A-DT|ENSG00000229043.3","grey"
"ENSG00000229044|ENSG00000229044.1","grey"
"ENSG00000229065|ENSG00000229065.1","turquoise"
"LINC01165|ENSG00000229081.1","grey"
"RPS26P18|ENSG00000229087.1","grey"
"ANKRD20A8P|ENSG00000229089.8","grey"
"CALM2P2|ENSG00000229097.1","paleturquoise"
"FRMD3-AS1|ENSG00000229109.2","lightcyan"
"ENSG00000229116|ENSG00000229116.3","grey"
"RPL41|ENSG00000229117.9","saddlebrown"
"RPLP0P9|ENSG00000229119.3","grey"
"VIM-AS1|ENSG00000229124.8","grey"
"KANSL1L-AS1|ENSG00000229127.2","greenyellow"
"EIF4A1P10|ENSG00000229132.2","grey"
"CCDC26|ENSG00000229140.12","purple"
"SNX18P4|ENSG00000229146.2","grey"
"ENSG00000229151|ENSG00000229151.3","grey"
"ANKRD10-IT1|ENSG00000229152.2","yellow"
"EPHA1-AS1|ENSG00000229153.7","grey"
"ENSG00000229156|ENSG00000229156.1","grey"
"ENSG00000229178|ENSG00000229178.1","grey"
"RABGEF1P1|ENSG00000229180.9","darkgrey"
"ATP5PDP2|ENSG00000229184.2","grey"
"ENSG00000229191|ENSG00000229191.1","grey"
"LINC03008|ENSG00000229196.4","grey"
"ENSG00000229203|ENSG00000229203.1","red"
"LINC00200|ENSG00000229205.5","grey"
"ENSG00000229212|ENSG00000229212.8","grey"
"LINC00242|ENSG00000229214.2","grey"
"KRT18P4|ENSG00000229222.1","grey"
"FEM1AP1|ENSG00000229231.1","grey"
"RPL37P18|ENSG00000229235.1","grey"
"TTTY10|ENSG00000229236.3","greenyellow"
"PPP1R12BP1|ENSG00000229238.3","grey"
"LINC00710|ENSG00000229240.9","blue"
"PNPT1P1|ENSG00000229241.1","grey"
"LINC00377|ENSG00000229246.2","grey"
"ENSG00000229255|ENSG00000229255.1","grey"
"SNHG31|ENSG00000229267.3","brown"
"ENSG00000229272|ENSG00000229272.2","grey"
"ENSG00000229273|ENSG00000229273.1","grey"
