"","module"
"TSPAN6|ENSG00000000003.15","brown"
"RNU6-312P|ENSG00000201499.1","grey"
"ENSG00000201500|ENSG00000201500.1","grey"
"ENSG00000201516|ENSG00000201516.1","grey"
"SNORA16B|ENSG00000201544.1","turquoise"
"SNORD114-15|ENSG00000201557.1","yellow"
"RNU4-56P|ENSG00000201570.1","grey"
"Y_RNA|ENSG00000201573.1","turquoise"
"RN7SKP78|ENSG00000201581.1","grey"
"RNU6-593P|ENSG00000201586.1","grey"
"ENSG00000201592|ENSG00000201592.1","grey"
"RN7SKP124|ENSG00000201600.1","grey"
"RNU1-91P|ENSG00000201616.1","grey"
"SNORA14A|ENSG00000201643.1","grey"
"RNU6-60P|ENSG00000201662.1","grey"
"ENSG00000201666|ENSG00000201666.1","turquoise"
"SNORD115-15|ENSG00000201679.1","red"
"RN7SKP239|ENSG00000201684.1","cyan"
"RNY1P2|ENSG00000201690.1","pink"
"SNORD113-3|ENSG00000201700.3","red"
"ENSG00000201710|ENSG00000201710.1","red"
"RNU6-828P|ENSG00000201746.1","grey"
"SNORA5C|ENSG00000201772.1","grey"
"RN7SKP9|ENSG00000201793.1","lightcyan"
"SNORD115-1|ENSG00000201831.1","grey"
"SNORD114-3|ENSG00000201839.1","magenta"
"SNORD31B|ENSG00000201847.1","grey"
"ENSG00000201882|ENSG00000201882.1","grey"
"SNORD114-24|ENSG00000201899.1","grey"
"SNORD115-38|ENSG00000201907.1","magenta"
"RNA5SP363|ENSG00000201942.1","grey"
"SNORD115-10|ENSG00000201943.1","grey"
"SNORA72|ENSG00000201944.1","turquoise"
"SNORD113-9|ENSG00000201950.1","grey"
"RNY3P1|ENSG00000201955.1","grey"
"Y_RNA|ENSG00000201965.1","grey"
"Y_RNA|ENSG00000201988.2","grey"
"SNORD115-35|ENSG00000201992.1","red"
"SNORA23|ENSG00000201998.1","salmon"
"RNU6-806P|ENSG00000202017.1","grey"
"SNORD114-20|ENSG00000202048.1","magenta"
"RN7SKP80|ENSG00000202058.1","lightcyan"
"Y_RNA|ENSG00000202071.1","grey"
"Y_RNA|ENSG00000202078.1","turquoise"
"SNORD58C|ENSG00000202093.1","grey"
"RNU1-100P|ENSG00000202125.1","grey"
"Y_RNA|ENSG00000202141.1","grey"
"SNORD114-18|ENSG00000202142.1","grey"
"RNU6-407P|ENSG00000202150.1","turquoise"
"Y_RNA|ENSG00000202169.1","grey"
"RNU6-1327P|ENSG00000202172.1","turquoise"
"RNU6-1283P|ENSG00000202184.1","grey"
"SNORD115-31|ENSG00000202188.1","grey"
"SNORD113-1|ENSG00000202191.1","pink"
"Y_RNA|ENSG00000202222.1","grey"
"SNORD115-44|ENSG00000202261.1","red"
"Y_RNA|ENSG00000202273.1","grey"
"Y_RNA|ENSG00000202279.1","grey"
"SNORD6|ENSG00000202314.1","grey"
"RNU6-8|ENSG00000202337.1","salmon"
"ENSG00000202343|ENSG00000202343.1","grey"
"RNU1-16P|ENSG00000202347.1","grey"
"RNY3|ENSG00000202354.1","grey"
"RNU6-652P|ENSG00000202358.1","turquoise"
"SNORA62|ENSG00000202363.1","grey"
"SNORD115-43|ENSG00000202373.1","grey"
"Y_RNA|ENSG00000202382.1","grey"
"RN7SKP292|ENSG00000202392.1","grey"
"RNA5SP259|ENSG00000202411.1","grey"
"RN7SKP269|ENSG00000202415.1","grey"
"Y_RNA|ENSG00000202470.1","grey"
"RNA5SP151|ENSG00000202502.1","grey"
"RN7SKP230|ENSG00000202512.1","grey"
"VTRNA1-3|ENSG00000202515.1","grey"
"Y_RNA|ENSG00000202533.1","grey"
"RNU4-2|ENSG00000202538.1","lightcyan"
"MIR582|ENSG00000202601.4","grey"
"ENSG00000203279|ENSG00000203279.6","yellow"
"KIAA1671-AS1|ENSG00000203280.4","yellow"
"Metazoa_SRP|ENSG00000203286.5","grey"
"TDRKH-AS1|ENSG00000203288.6","grey"
"ZNF525|ENSG00000203326.12","salmon"
"ENSG00000203327|ENSG00000203327.2","grey"
"LINC01562|ENSG00000203356.2","grey"
"ENSG00000203392|ENSG00000203392.3","grey"
"E2F3P2|ENSG00000203435.2","grey"
"LINC00449|ENSG00000203441.2","grey"
"INF2|ENSG00000203485.14","lightyellow"
"IQANK1|ENSG00000203499.12","black"
"ENSG00000203546|ENSG00000203546.7","grey"
"ENSG00000203565|ENSG00000203565.3","grey"
"LINC00970|ENSG00000203601.3","pink"
"RHOT1P2|ENSG00000203616.2","grey"
"GP1BB|ENSG00000203618.6","darkturquoise"
"ENSG00000203644|ENSG00000203644.3","brown"
"LINC00501|ENSG00000203645.2","pink"
"ENSG00000203647|ENSG00000203647.2","green"
"ENSG00000203648|ENSG00000203648.3","pink"
"LINC01285|ENSG00000203650.9","turquoise"
"OR2L2|ENSG00000203663.4","grey"
"EFCAB2|ENSG00000203666.13","turquoise"
"COX20|ENSG00000203667.10","grey"
"CHML|ENSG00000203668.3","red"
"IBA57-DT|ENSG00000203684.5","grey"
"STUM|ENSG00000203685.11","black"
"LINC02487|ENSG00000203688.6","grey"
"CAPN8|ENSG00000203697.12","grey"
"TATDN3|ENSG00000203705.11","salmon"
"SERTAD4-AS1|ENSG00000203706.9","grey"
"MIR29B2CHG|ENSG00000203709.13","cyan"
"CR1|ENSG00000203710.12","turquoise"
"LINC00862|ENSG00000203721.8","turquoise"
"C1orf53|ENSG00000203724.11","midnightblue"
"SAMD5|ENSG00000203727.4","yellow"
"ECT2L|ENSG00000203734.13","grey"
"GPR52|ENSG00000203737.5","pink"
"PRDX6-AS1|ENSG00000203739.6","grey"
"FCGR3A|ENSG00000203747.13","greenyellow"
"TMEM244|ENSG00000203756.8","grey"
"CENPW|ENSG00000203760.9","grey"
"MSTO2P|ENSG00000203761.5","grey"
"SPRN|ENSG00000203772.8","black"
"FAM229B|ENSG00000203778.8","brown"
"FANK1|ENSG00000203780.12","grey"
"LORICRIN|ENSG00000203782.6","grey"
"EEF1AKMT2|ENSG00000203791.15","grey"
"DDO|ENSG00000203797.12","turquoise"
"CCDC162P|ENSG00000203799.14","pink"
"LINC00222|ENSG00000203801.8","grey"
"ADAMTSL4-AS1|ENSG00000203804.5","grey"
"PLPP4|ENSG00000203805.11","tan"
"BVES-AS1|ENSG00000203808.13","turquoise"
"LIN28B-AS1|ENSG00000203809.7","yellow"
"H2BC18|ENSG00000203814.7","tan"
"ATP1A1-AS1|ENSG00000203865.13","turquoise"
"RBM20|ENSG00000203867.8","red"
"C6orf163|ENSG00000203872.7","pink"
"SNHG5|ENSG00000203875.13","brown"
"ADD3-AS1|ENSG00000203876.10","lightgreen"
"RIPPLY2|ENSG00000203877.9","magenta"
"GDI1|ENSG00000203879.12","blue"
"PCMTD2|ENSG00000203880.13","turquoise"
"SOX18|ENSG00000203883.7","grey"
"LIME1|ENSG00000203896.10","royalblue"
"ENSG00000203900|ENSG00000203900.2","black"
"LINC00632|ENSG00000203930.13","blue"
"C10orf62|ENSG00000203942.5","turquoise"
"SAMD13|ENSG00000203943.9","grey"
"RTL8A|ENSG00000203950.7","blue"
"CCDC160|ENSG00000203952.10","turquoise"
"C1orf141|ENSG00000203963.12","grey"
"EFCAB7|ENSG00000203965.13","magenta"
"ENSG00000203987|ENSG00000203987.3","yellow"
"ARRDC1-AS1|ENSG00000203993.7","brown"
"LINC01270|ENSG00000203999.10","grey"
"LIPJ|ENSG00000204022.9","grey"
"SLC12A5-AS1|ENSG00000204044.6","grey"
"LRRC73|ENSG00000204052.5","darkturquoise"
"LINC00963|ENSG00000204054.14","blue"
"IER5L-AS1|ENSG00000204055.5","green"
"FOXO6|ENSG00000204060.8","grey"
"TCEAL5|ENSG00000204065.3","yellow"
"SYS1|ENSG00000204070.10","tan"
"TCEAL6|ENSG00000204071.11","yellow"
"INPP5B|ENSG00000204084.13","grey"
"RPA4|ENSG00000204086.4","pink"
"NEU4|ENSG00000204099.12","grey"
"MAFB|ENSG00000204103.4","red"
"TRAF3IP1|ENSG00000204104.12","red"
"CHIC1|ENSG00000204116.12","blue"
"NAP1L6P|ENSG00000204118.2","grey"
"GIGYF2|ENSG00000204120.16","turquoise"
"C2orf72|ENSG00000204128.6","grey"
"RUFY2|ENSG00000204130.14","turquoise"
"NHSL2|ENSG00000204131.10","green"
"GGTA1|ENSG00000204136.12","turquoise"
"PHACTR4|ENSG00000204138.13","turquoise"
"CLPSL1|ENSG00000204140.10","grey"
"ASAH2B|ENSG00000204147.11","red"
"AGAP6|ENSG00000204149.15","grey"
"TIMM23B|ENSG00000204152.14","grey"
"ZDHHC18|ENSG00000204160.12","royalblue"
"TMEM273|ENSG00000204161.14","turquoise"
"AGAP9|ENSG00000204172.12","grey"
"LRRC37A5P|ENSG00000204173.11","grey"
"GPRIN2|ENSG00000204175.6","grey"
"SYT15|ENSG00000204176.14","grey"
"BMS1P1|ENSG00000204177.12","grey"
"MACO1|ENSG00000204178.11","red"
"PTPN20|ENSG00000204179.11","grey"
"ZDBF2|ENSG00000204186.10","red"
"GGNBP1|ENSG00000204188.7","grey"
"RPL12P16|ENSG00000204196.5","grey"
"DAXX|ENSG00000204209.13","blue"
"BMPR2|ENSG00000204217.16","red"
"TCEA3|ENSG00000204219.11","grey"
"PFDN6|ENSG00000204220.12","blue"
"RING1|ENSG00000204227.5","blue"
"HSD17B8|ENSG00000204228.4","brown"
"RXRB|ENSG00000204231.11","blue"
"OXLD1|ENSG00000204237.5","grey"
"LINC02731|ENSG00000204241.9","red"
"OR13C3|ENSG00000204246.4","grey"
"COL11A2|ENSG00000204248.12","brown"
"HLA-DOA|ENSG00000204252.14","greenyellow"
"HNRNPCP2|ENSG00000204253.4","lightcyan"
"BRD2|ENSG00000204256.14","blue"
"HLA-DMA|ENSG00000204257.15","greenyellow"
"PSMB8-AS1|ENSG00000204261.9","tan"
"COL5A2|ENSG00000204262.14","red"
"PSMB8|ENSG00000204264.12","tan"
"TAP2|ENSG00000204267.18","blue"
"SPIN3|ENSG00000204271.13","yellow"
"NBDY|ENSG00000204272.13","blue"
"TMEM235|ENSG00000204278.14","turquoise"
"HLA-DRA|ENSG00000204287.14","greenyellow"
"COL15A1|ENSG00000204291.11","grey"
"NOTCH4|ENSG00000204301.6","brown"
"PBX2|ENSG00000204304.12","blue"
"AGER|ENSG00000204305.16","brown"
"RNF5|ENSG00000204308.8","blue"
"AGPAT1|ENSG00000204310.13","green"
"PJVK|ENSG00000204311.15","grey"
"PRRT1|ENSG00000204314.12","cyan"
"FKBPL|ENSG00000204315.4","midnightblue"
"MRPL38|ENSG00000204316.13","grey"
"SMIM5|ENSG00000204323.5","turquoise"
"ERICH2|ENSG00000204334.8","grey"
"CYP21A1P|ENSG00000204338.8","grey"
"STK19|ENSG00000204344.16","blue"
"BTBD17|ENSG00000204347.4","lightgreen"
"DXO|ENSG00000204348.10","blue"
"SKIV2L|ENSG00000204351.13","green"
"C9orf129|ENSG00000204352.4","darkturquoise"
"NELFE|ENSG00000204356.14","brown"
"NXPE2|ENSG00000204361.10","grey"
"ZBTB12|ENSG00000204366.4","brown"
"SDHD|ENSG00000204370.13","lightcyan"
"EHMT2|ENSG00000204371.12","green"
"LAYN|ENSG00000204381.12","turquoise"
"NEU1|ENSG00000204386.12","blue"
"SNHG32|ENSG00000204387.14","brown"
"HSPA1B|ENSG00000204388.7","tan"
"HSPA1A|ENSG00000204389.10","tan"
"HSPA1L|ENSG00000204390.10","blue"
"LSM2|ENSG00000204392.11","brown"
"VARS1|ENSG00000204394.13","green"
"VWA7|ENSG00000204396.11","darkturquoise"
"CARD16|ENSG00000204397.10","grey"
"ENSG00000204398|ENSG00000204398.5","cyan"
"CASP12|ENSG00000204403.11","grey"
"MBD5|ENSG00000204406.14","pink"
"MSH5|ENSG00000204410.16","brown"
"ABHD16A|ENSG00000204427.12","blue"
"LY6G5C|ENSG00000204428.12","grey"
"CSNK2B|ENSG00000204435.15","blue"
"GPANK1|ENSG00000204438.11","blue"
"C6orf47|ENSG00000204439.4","brown"
"NALF1|ENSG00000204442.4","red"
"APOM|ENSG00000204444.11","turquoise"
"LINC02872|ENSG00000204446.4","turquoise"
"BAG6|ENSG00000204463.14","green"
"PRRC2A|ENSG00000204469.13","green"
"AIF1|ENSG00000204472.13","greenyellow"
"LST1|ENSG00000204482.11","greenyellow"
"NFKBIL1|ENSG00000204498.11","blue"
"ZNF814|ENSG00000204514.11","cyan"
"MICB|ENSG00000204516.10","grey"
"ZNF551|ENSG00000204519.11","grey"
"MICA|ENSG00000204520.14","grey"
"ZNF805|ENSG00000204524.7","grey"
"HLA-C|ENSG00000204525.18","brown"
"POU5F1|ENSG00000204531.21","grey"
"CCHCR1|ENSG00000204536.15","green"
"PSORS1C1|ENSG00000204540.11","turquoise"
"ENSG00000204556|ENSG00000204556.4","grey"
"DHX16|ENSG00000204560.10","blue"
"C6orf136|ENSG00000204564.12","green"
"MRPS18B|ENSG00000204568.12","blue"
"PPP1R10|ENSG00000204569.10","blue"
"ABCF1|ENSG00000204574.14","blue"
"PRR3|ENSG00000204576.12","yellow"
"LILRB3|ENSG00000204577.12","darkred"
"DDR1|ENSG00000204580.14","turquoise"
"ACOXL-AS1|ENSG00000204581.3","grey"
"ENSG00000204584|ENSG00000204584.1","cyan"
"LINC01123|ENSG00000204588.5","red"
"GNL1|ENSG00000204590.13","blue"
"HLA-E|ENSG00000204592.9","tan"
"TRIM39|ENSG00000204599.16","brown"
"LINC01257|ENSG00000204603.7","grey"
"ZNF468|ENSG00000204604.13","grey"
"ZNF616|ENSG00000204611.7","grey"
"PPP1R11|ENSG00000204619.8","blue"
"ZNRD1ASP|ENSG00000204623.11","brown"
"DISP3|ENSG00000204624.8","grey"
"RACK1|ENSG00000204628.12","blue"
"TBC1D8|ENSG00000204634.13","red"
"HLA-F|ENSG00000204642.14","tan"
"LINC02210|ENSG00000204650.14","pink"
"ASPDH|ENSG00000204653.10","grey60"
"MOG|ENSG00000204655.12","turquoise"
"ENSG00000204666|ENSG00000204666.3","grey"
"AKT1S1|ENSG00000204673.11","grey"
"FAM153CP|ENSG00000204677.13","pink"
"GABBR1|ENSG00000204681.11","green"
"MIR1915HG|ENSG00000204682.9","black"
"STARD7-AS1|ENSG00000204685.9","grey"
"MAMDC2-AS1|ENSG00000204706.14","grey"
"TRIM27|ENSG00000204713.11","blue"
"MALRD1|ENSG00000204740.11","grey"
"ENSG00000204745|ENSG00000204745.4","grey"
"RPL26L1-AS1|ENSG00000204758.8","grey"
"RANBP17|ENSG00000204764.14","blue"
"INSYN2B|ENSG00000204767.4","turquoise"
"CBWD4P|ENSG00000204778.4","grey"
"FOXD4L5|ENSG00000204779.2","grey"
"ZNF204P|ENSG00000204789.5","yellow"
"ENSG00000204790|ENSG00000204790.9","grey"
"FAM88C|ENSG00000204802.3","grey"
"ODAD4|ENSG00000204815.10","purple"
"FGF7P3|ENSG00000204837.5","grey"
"MROH6|ENSG00000204839.9","grey"
"ATXN2|ENSG00000204842.18","lightyellow"
"DCTN1|ENSG00000204843.13","red"
"ENSG00000204850|ENSG00000204850.4","grey"
"PNMA8B|ENSG00000204851.7","black"
"TCTN1|ENSG00000204852.17","grey"
"FAM216A|ENSG00000204856.12","magenta"
"ZBTB48|ENSG00000204859.13","royalblue"
"FAM201A|ENSG00000204860.5","turquoise"
"IGFL2|ENSG00000204866.9","grey"
"IGFL4|ENSG00000204869.9","grey"
"ENSG00000204876|ENSG00000204876.5","grey"
"GPR20|ENSG00000204882.4","grey"
"ENSG00000204894|ENSG00000204894.4","grey"
"MZT1|ENSG00000204899.6","magenta"
"SPINK9|ENSG00000204909.8","grey"
"ZNF155|ENSG00000204920.11","grey"
"UQCC3|ENSG00000204922.5","midnightblue"
"FBXO48|ENSG00000204923.4","grey"
"LINC02934|ENSG00000204929.13","grey"
"CD177P1|ENSG00000204933.3","grey"
"ATP6V0E2-AS1|ENSG00000204934.10","blue"
"CD177|ENSG00000204936.10","grey"
"ZNF783|ENSG00000204946.10","brown"
"ZNF425|ENSG00000204947.9","blue"
"LRRC10B|ENSG00000204950.4","black"
"C12orf73|ENSG00000204954.10","grey"
"PCDHGA1|ENSG00000204956.6","blue"
"PCDHA9|ENSG00000204961.7","grey"
"PCDHA8|ENSG00000204962.6","yellow"
"PCDHA7|ENSG00000204963.6","grey"
"PCDHA5|ENSG00000204965.9","green"
"PCDHA4|ENSG00000204967.12","blue"
"PCDHA2|ENSG00000204969.7","grey"
"PCDHA1|ENSG00000204970.10","grey"
"TRIM13|ENSG00000204977.10","grey"
"SPIRE2|ENSG00000204991.11","black"
"AARD|ENSG00000205002.4","grey"
"ENSG00000205018|ENSG00000205018.2","black"
"GRM5P1|ENSG00000205035.8","red"
"ENSG00000205037|ENSG00000205037.2","black"
"PKHD1L1|ENSG00000205038.12","grey"
"ENSG00000205041|ENSG00000205041.1","grey"
"SLFN12L|ENSG00000205045.12","grey"
"LINC02397|ENSG00000205056.9","grey"
"SLC35B4|ENSG00000205060.11","blue"
"SYCE1L|ENSG00000205078.6","grey"
"TMEM231|ENSG00000205084.12","grey"
"GARIN1A|ENSG00000205085.13","green"
"CCNI2|ENSG00000205089.8","turquoise"
"TMEM240|ENSG00000205090.9","black"
"LINC02716|ENSG00000205106.5","grey"
"CDKL4|ENSG00000205111.10","grey"
"TMEM88B|ENSG00000205116.4","turquoise"
"C4orf47|ENSG00000205129.9","green"
"TRIQK|ENSG00000205133.12","blue"
"SDHAF1|ENSG00000205138.4","midnightblue"
"ARID3C|ENSG00000205143.5","grey"
"PSENEN|ENSG00000205155.8","lightcyan"
"C11orf91|ENSG00000205177.7","grey"
"LINC00654|ENSG00000205181.8","grey"
"ZBTB10|ENSG00000205189.12","brown"
"C4orf46|ENSG00000205208.5","brown"
"SCGB2B2|ENSG00000205209.8","turquoise"
"CCDC144NL|ENSG00000205212.7","grey"
"LGR4|ENSG00000205213.14","darkgreen"
"PSMB10|ENSG00000205220.12","darkgrey"
"VIT|ENSG00000205221.13","grey"
"E2F4|ENSG00000205250.9","royalblue"
"PDE7A|ENSG00000205268.11","blue"
"TMEM170B|ENSG00000205269.6","blue"
"TRBV20OR9-2|ENSG00000205274.4","pink"
"MUC12|ENSG00000205277.10","grey60"
"CTXN3|ENSG00000205279.9","yellow"
"SNX2|ENSG00000205302.7","blue"
"SAP25|ENSG00000205307.12","grey"
"NT5M|ENSG00000205309.14","grey"
"SARNP|ENSG00000205323.9","midnightblue"
"LINC01460|ENSG00000205334.4","grey"
"ADGRG1|ENSG00000205336.14","tan"
"IPO7|ENSG00000205339.10","magenta"
"PRR13|ENSG00000205352.11","midnightblue"
"TECPR1|ENSG00000205356.10","green"
"MT1H|ENSG00000205358.4","grey"
"MT1A|ENSG00000205362.11","darkred"
"INSYN1|ENSG00000205363.7","black"
"MT1M|ENSG00000205364.4","darkred"
"CFI|ENSG00000205403.15","darkred"
"SAMD9|ENSG00000205413.8","brown"
"CNEP1R1|ENSG00000205423.12","midnightblue"
"KRT81|ENSG00000205426.11","grey"
"TP53TG3D|ENSG00000205456.12","grey"
"ATP6AP1L|ENSG00000205464.13","brown"
"CCDC85C|ENSG00000205476.9","royalblue"
"SPDYE18|ENSG00000205482.11","grey"
"LINC03009|ENSG00000205485.13","grey"
"CALML3-AS1|ENSG00000205488.9","purple"
"RGL3|ENSG00000205517.13","tan"
"NAP1L4|ENSG00000205531.13","lightcyan"
"SMG1P2|ENSG00000205534.6","grey"
"TMSB4X|ENSG00000205542.11","blue"
"TMEM256|ENSG00000205544.4","lightcyan"
"CHKB-DT|ENSG00000205559.5","green"
"CPT1B|ENSG00000205560.13","lightyellow"
"FLRT2-AS1|ENSG00000205562.5","red"
"SMN2|ENSG00000205571.14","grey"
"SERF1B|ENSG00000205572.10","grey"
"POM121B|ENSG00000205578.6","grey"
"DYNLL1P1|ENSG00000205579.3","grey"
"HMGN1|ENSG00000205581.11","brown"
"STAG3L1|ENSG00000205583.14","grey"
"MUC19|ENSG00000205592.16","pink"
"DENND6B|ENSG00000205593.12","green"
"EIF3CL|ENSG00000205609.13","grey"
"LINC01597|ENSG00000205611.5","grey"
"ENSG00000205622|ENSG00000205622.13","grey"
"LCMT1|ENSG00000205629.12","magenta"
"LINC01310|ENSG00000205632.4","grey"
"LINC00898|ENSG00000205634.7","purple"
"MFSD2B|ENSG00000205639.12","grey"
"CDPF1|ENSG00000205643.11","brown"
"LIN52|ENSG00000205659.12","magenta"
"SMIM11|ENSG00000205670.12","grey"
"DPF3|ENSG00000205683.12","turquoise"
"ADARB2-AS1|ENSG00000205696.5","turquoise"
"CYP2D7|ENSG00000205702.12","green"
"SMIM45|ENSG00000205704.7","darkturquoise"
"ETFRF1|ENSG00000205707.11","turquoise"
"C17orf107|ENSG00000205710.4","black"
"ITSN1|ENSG00000205726.15","blue"
"ITPRIPL2|ENSG00000205730.7","greenyellow"
"ENSG00000205740|ENSG00000205740.2","grey"
"DENND1C|ENSG00000205744.10","greenyellow"
"PKD1P4|ENSG00000205746.9","black"
"CRYZL1|ENSG00000205758.12","blue"
"RP9P|ENSG00000205763.15","green"
"RIMOC1|ENSG00000205765.10","brown"
"CATSPER2P1|ENSG00000205771.8","grey"
"ARRDC5|ENSG00000205784.4","grey"
"LOH12CR2|ENSG00000205791.4","grey"
"CYS1|ENSG00000205795.5","black"
"PLPP6|ENSG00000205808.7","blue"
"KLRC2|ENSG00000205809.11","grey"
"KLRC3|ENSG00000205810.9","turquoise"
"TPTE2P6|ENSG00000205822.10","grey"
"C16orf96|ENSG00000205832.8","grey"
"GMNC|ENSG00000205835.9","grey"
"LINC00487|ENSG00000205837.7","grey"
"TTC23L|ENSG00000205838.15","green"
"RFPL3S|ENSG00000205853.12","brown"
"PCOTH|ENSG00000205861.13","grey"
"C1QTNF9B|ENSG00000205863.11","grey"
"RPS3AP47|ENSG00000205871.5","grey"
"DEFB134|ENSG00000205882.9","purple"
"C1RL-AS1|ENSG00000205885.8","pink"
"BHLHA9|ENSG00000205899.4","grey"
"ZNF316|ENSG00000205903.7","green"
"SRRM2-AS1|ENSG00000205913.7","turquoise"
"PDPK2P|ENSG00000205918.9","grey"
"OLIG2|ENSG00000205927.5","turquoise"
"C21orf62|ENSG00000205929.11","tan"
"C21orf62-AS1|ENSG00000205930.11","turquoise"
"RNPS1|ENSG00000205937.12","black"
"HSP90AB2P|ENSG00000205940.8","grey"
"ENSG00000205959|ENSG00000205959.4","green"
"NYNRIN|ENSG00000205978.6","royalblue"
"DNAJC19|ENSG00000205981.9","blue"
"DOK6|ENSG00000206052.11","red"
"JPT2|ENSG00000206053.13","turquoise"
"ZDHHC11B|ENSG00000206077.14","grey"
"CFAP99|ENSG00000206113.11","green"
"EGFEM1P|ENSG00000206120.11","grey"
"GOLGA8O|ENSG00000206127.11","grey"
"TMEM191C|ENSG00000206140.12","yellow"
"P2RX6P|ENSG00000206145.8","grey"
"HERC2P9|ENSG00000206149.12","grey"
"GYG2P1|ENSG00000206159.13","yellow"
"HBA1|ENSG00000206172.8","grey"
"LINC02346|ENSG00000206187.4","purple"
"ATP10A|ENSG00000206190.13","grey"
"ANKRD20A9P|ENSG00000206192.7","grey"
"DUXAP8|ENSG00000206195.11","grey"
"FOXL2NB|ENSG00000206262.9","grey"
"HCP5|ENSG00000206337.12","brown"
"HLA-H|ENSG00000206341.7","grey"
"HCG27|ENSG00000206344.8","brown"
"COL6A6|ENSG00000206384.11","grey"
"H1-10-AS1|ENSG00000206417.8","green"
"RAB12|ENSG00000206418.5","magenta"
"TMEM200C|ENSG00000206432.4","red"
"PPIAP30|ENSG00000206448.3","grey"
"HLA-A|ENSG00000206503.13","brown"
"HACD2|ENSG00000206527.10","brown"
"CFAP44|ENSG00000206530.11","blue"
"LNP1|ENSG00000206535.8","yellow"
"VGLL3|ENSG00000206538.9","grey"
"TRIM71|ENSG00000206557.6","green"
"ZCWPW2|ENSG00000206559.8","blue"
"ANKRD28|ENSG00000206560.12","blue"
"COLQ|ENSG00000206561.14","green"
"METTL6|ENSG00000206562.12","blue"
"ENSG00000206567|ENSG00000206567.10","green"
"THUMPD3-AS1|ENSG00000206573.11","blue"
"XKR4|ENSG00000206579.9","yellow"
"RNVU1-7|ENSG00000206585.1","lightcyan"
"SNORD58A|ENSG00000206602.1","grey"
"SNORA22B|ENSG00000206603.1","grey"
"RNU6-946P|ENSG00000206605.1","grey"
"SNORD116-11|ENSG00000206609.1","yellow"
"SNORA2A|ENSG00000206612.1","grey"
"RNY1P5|ENSG00000206617.1","grey"
"RNU6-979P|ENSG00000206623.1","grey"
"RNU6-1|ENSG00000206625.1","magenta"
"SNORA80B|ENSG00000206633.1","lightcyan"
"SNORA22|ENSG00000206634.1","grey"
"RNU6-1062P|ENSG00000206635.1","grey"
"Y_RNA|ENSG00000206645.1","turquoise"
"Y_RNA|ENSG00000206651.1","grey"
"RNU1-1|ENSG00000206652.1","lightcyan"
"SNORD116-17|ENSG00000206656.1","pink"
"RNU6-945P|ENSG00000206674.1","grey"
"Y_RNA|ENSG00000206676.1","grey"
"RNU6-1189P|ENSG00000206685.1","grey"
"RNU1-11P|ENSG00000206702.1","grey"
"RNU6-26P|ENSG00000206712.1","grey"
"RNU6-444P|ENSG00000206715.1","pink"
"Y_RNA|ENSG00000206728.1","grey"
"RNU6-936P|ENSG00000206732.1","grey"
"RNVU1-18|ENSG00000206737.1","grey"
"SNORD101|ENSG00000206754.1","grey"
"Y_RNA|ENSG00000206756.1","grey"
"SNORA6|ENSG00000206760.1","grey"
"RNU6-418P|ENSG00000206762.1","grey"
"Y_RNA|ENSG00000206768.1","grey"
"RNU6-116P|ENSG00000206769.1","turquoise"
"Y_RNA|ENSG00000206784.1","grey"
"RNU6-701P|ENSG00000206786.1","grey"
"Y_RNA|ENSG00000206795.1","pink"
"RNVU1-30|ENSG00000206828.1","grey"
"SNORA1|ENSG00000206834.1","grey"
"SNORA5A|ENSG00000206838.1","lightcyan"
"RNU6-890P|ENSG00000206848.1","grey"
"RNU6-767P|ENSG00000206859.1","grey"
"SNORA9B|ENSG00000206897.1","grey"
"RNU6-36P|ENSG00000206899.1","grey"
"SNORA29|ENSG00000206910.1","grey"
"Y_RNA|ENSG00000206914.1","grey"
"RNU6-4P|ENSG00000206932.1","grey"
"RNU6-1201P|ENSG00000206954.1","grey"
"RNU6-5P|ENSG00000206965.1","grey"
"SNORD63|ENSG00000206989.1","grey"
"RNU6-610P|ENSG00000206991.1","grey"
"RNU6-574P|ENSG00000206992.1","grey"
"RNU6-611P|ENSG00000207003.1","grey"
"RNU1-2|ENSG00000207005.1","lightcyan"
"SNORA54|ENSG00000207008.1","lightcyan"
"SNORD59A|ENSG00000207031.1","grey"
"Y_RNA|ENSG00000207034.1","grey"
"RNU6-3P|ENSG00000207041.1","grey"
"SNORA27|ENSG00000207051.1","grey"
"SNORA72|ENSG00000207067.1","grey"
"RNU6-171P|ENSG00000207082.1","grey"
"SNORA7B|ENSG00000207088.1","lightcyan"
"Y_RNA|ENSG00000207092.1","grey"
"Y_RNA|ENSG00000207105.1","grey"
"SNORD38C|ENSG00000207109.1","grey"
"Y_RNA|ENSG00000207117.1","grey"
"RNU6-729P|ENSG00000207128.1","pink"
"RNU6-769P|ENSG00000207136.1","turquoise"
"Y_RNA|ENSG00000207142.1","grey"
"SNORA18|ENSG00000207145.1","grey"
"SNORA70|ENSG00000207165.1","lightcyan"
"SNORA68|ENSG00000207166.1","lightcyan"
"SNORA14B|ENSG00000207181.1","magenta"
"SNORD116-5|ENSG00000207191.1","grey"
"Y_RNA|ENSG00000207195.1","turquoise"
"RNVU1-15|ENSG00000207205.1","grey"
"SNORA80D|ENSG00000207217.1","grey"
"SNORA70E|ENSG00000207221.1","turquoise"
"SNORA37|ENSG00000207233.1","grey"
"RNU6-125P|ENSG00000207234.1","grey"
