"","module"
"TSPAN6|ENSG00000000003.15","salmon"
"ENSG00000213252|ENSG00000213252.3","grey"
"YWHAZP5|ENSG00000213260.3","grey60"
"EEF1B2P6|ENSG00000213261.3","pink"
"NRAS|ENSG00000213281.5","greenyellow"
"HNRNPCP6|ENSG00000213305.3","tan"
"LTC4S|ENSG00000213316.10","cyan"
"RPS7P11|ENSG00000213326.4","grey"
"ENSG00000213328|ENSG00000213328.3","grey"
"ANKRD39|ENSG00000213337.9","magenta"
"QTRT1|ENSG00000213339.9","magenta"
"CHUK|ENSG00000213341.11","orange"
"MXD3|ENSG00000213347.11","royalblue"
"CNN2P8|ENSG00000213355.3","grey"
"RPS3P6|ENSG00000213363.4","black"
"GSTM2|ENSG00000213366.13","pink"
"GAPDHP71|ENSG00000213376.4","blue"
"COG8|ENSG00000213380.16","royalblue"
"RPL7AP39|ENSG00000213385.3","grey"
"ARHGAP19|ENSG00000213390.11","yellow"
"HAUS7|ENSG00000213397.12","grey"
"LCAT|ENSG00000213398.8","salmon"
"RBM22P2|ENSG00000213411.2","grey"
"GPC2|ENSG00000213420.8","blue"
"KRT222|ENSG00000213424.9","red"
"HSPD1P1|ENSG00000213430.6","pink"
"RPLP1P6|ENSG00000213433.5","blue"
"SIPA1|ENSG00000213445.10","cyan"
"FTH1P3|ENSG00000213453.3","grey"
"ERV3-1|ENSG00000213462.5","grey"
"SYNJ2BP|ENSG00000213463.5","yellow"
"ARL2|ENSG00000213465.8","turquoise"
"FIRRE|ENSG00000213468.7","blue"
"TTLL13|ENSG00000213471.10","grey"
"NT5C3AP1|ENSG00000213492.2","green"
"IMPDH1P5|ENSG00000213513.3","grey"
"RBMXL1|ENSG00000213516.10","greenyellow"
"ENSG00000213519|ENSG00000213519.2","grey"
"SRA1|ENSG00000213523.12","turquoise"
"STIMATE|ENSG00000213533.13","magenta"
"TXN2P1|ENSG00000213540.3","blue"
"RPL7AP43|ENSG00000213542.3","grey"
"DNAJC9|ENSG00000213551.7","red"
"RPLP0P6|ENSG00000213553.4","pink"
"C8orf82|ENSG00000213563.7","magenta"
"CPLX3|ENSG00000213578.6","brown"
"VDAC1|ENSG00000213585.11","lightcyan"
"ZBTB9|ENSG00000213588.6","saddlebrown"
"ENSG00000213590|ENSG00000213590.2","grey"
"TMX2|ENSG00000213593.10","orange"
"ENSG00000213600|ENSG00000213600.3","grey"
"KRT18P19|ENSG00000213601.3","grey"
"SLC25A14P1|ENSG00000213608.5","grey"
"RPL11P3|ENSG00000213613.2","grey"
"HEXA|ENSG00000213614.11","salmon"
"NDUFS3|ENSG00000213619.11","lightcyan"
"LEPROT|ENSG00000213625.9","pink"
"LBH|ENSG00000213626.13","grey"
"ADAT3|ENSG00000213638.6","royalblue"
"PPP1CB|ENSG00000213639.11","darkgreen"
"EEF1DP4|ENSG00000213640.3","turquoise"
"ENSG00000213642|ENSG00000213642.3","grey"
"SULT1A4|ENSG00000213648.11","grey"
"GPSM3|ENSG00000213654.10","cyan"
"LAT|ENSG00000213658.13","magenta"
"RSU1P3|ENSG00000213659.4","purple"
"NCKIPSD|ENSG00000213672.8","turquoise"
"ATF6B|ENSG00000213676.13","magenta"
"ENSG00000213690|ENSG00000213690.3","grey"
"SEC14L1P1|ENSG00000213693.4","grey"
"S1PR3|ENSG00000213694.7","lightgreen"
"SLC35F6|ENSG00000213699.9","royalblue"
"RPL17P50|ENSG00000213700.3","pink"
"ENSG00000213703|ENSG00000213703.2","grey"
"HMGB1P10|ENSG00000213707.2","grey"
"PHB1P7|ENSG00000213711.3","blue"
"ENSG00000213717|ENSG00000213717.3","brown"
"CLIC1|ENSG00000213719.8","lightgreen"
"DDAH2|ENSG00000213722.10","pink"
"ANAPC10P1|ENSG00000213735.2","grey"
"RPS29|ENSG00000213741.11","steelblue"
"ZNF337-AS1|ENSG00000213742.8","grey"
"CENPBD2P|ENSG00000213753.11","turquoise"
"KPNA4P1|ENSG00000213754.2","grey"
"RPS3AP20|ENSG00000213757.3","grey"
"ATP6V1G2|ENSG00000213760.11","turquoise"
"ZNF134|ENSG00000213762.12","red"
"ENSG00000213777|ENSG00000213777.5","grey"
"GTF2H4|ENSG00000213780.11","turquoise"
"DDX47|ENSG00000213782.7","grey"
"AKR1B1P3|ENSG00000213785.3","grey"
"ZNF888|ENSG00000213793.6","grey"
"ZNF845|ENSG00000213799.13","greenyellow"
"ZNF321P|ENSG00000213801.4","cyan"
"KLRK1|ENSG00000213809.9","yellow"
"CFL1P5|ENSG00000213830.3","grey"
"SUGT1P2|ENSG00000213842.2","grey"
"EMP2|ENSG00000213853.10","pink"
"KCTD11|ENSG00000213859.8","yellow"
"RPL21P75|ENSG00000213860.4","steelblue"
"YBX1P10|ENSG00000213866.3","grey"
"RPL13AP7|ENSG00000213885.4","yellow"
"LINC01521|ENSG00000213888.3","turquoise"
"PPM1N|ENSG00000213889.11","grey"
"ENSG00000213896|ENSG00000213896.4","brown"
"SLC23A3|ENSG00000213901.11","grey"
"LTB4R|ENSG00000213903.9","grey"
"LIPE-AS1|ENSG00000213904.11","black"
"LTB4R2|ENSG00000213906.10","magenta"
"DNASE1|ENSG00000213918.11","royalblue"
"MDP1|ENSG00000213920.9","red"
"CSNK1E|ENSG00000213923.13","magenta"
"CCL27|ENSG00000213927.4","grey"
"IRF9|ENSG00000213928.10","yellow"
"GALT|ENSG00000213930.12","magenta"
"CLDN9|ENSG00000213937.4","magenta"
"SEPHS1P6|ENSG00000213938.3","blue"
"ITGA1|ENSG00000213949.10","lightgreen"
"RPS10P2|ENSG00000213950.2","black"
"ENSG00000213963|ENSG00000213963.7","blue"
"NUDT19|ENSG00000213965.4","orange"
"ZNF726|ENSG00000213967.12","tan"
"ZNF99|ENSG00000213973.10","grey"
"TAX1BP3|ENSG00000213977.8","yellow"
"RPL7AP14|ENSG00000213979.3","grey"
"ENSG00000213981|ENSG00000213981.8","grey"
"AP1G2|ENSG00000213983.12","magenta"
"ZNF90|ENSG00000213988.11","yellow"
"NAXD|ENSG00000213995.12","turquoise"
"TM6SF2|ENSG00000213996.13","grey"
"PGAM1P7|ENSG00000213997.3","grey"
"MEF2B|ENSG00000213999.17","royalblue"
"GANC|ENSG00000214013.10","yellow"
"RRM2P3|ENSG00000214018.3","purple"
"TTLL3|ENSG00000214021.17","royalblue"
"REPIN1|ENSG00000214022.12","royalblue"
"MRPL23|ENSG00000214026.11","grey"
"ZNF891|ENSG00000214029.6","yellow"
"LINC02418|ENSG00000214039.9","brown"
"PGAM1P4|ENSG00000214041.4","tan"
"LINC02347|ENSG00000214043.8","brown"
"SMIM7|ENSG00000214046.9","grey"
"FBXO16|ENSG00000214050.8","brown"
"TSPAN4|ENSG00000214063.12","salmon"
"ENSG00000214067|ENSG00000214067.2","yellow"
"GNAQP1|ENSG00000214077.4","green"
"CPNE1|ENSG00000214078.13","turquoise"
"ARL16|ENSG00000214087.9","grey60"
"ENSG00000214093|ENSG00000214093.3","grey"
"PLAC9P1|ENSG00000214100.10","blue"
"WEE2|ENSG00000214102.7","grey"
"PAXIP1-AS2|ENSG00000214106.9","lightyellow"
"TPT1P5|ENSG00000214108.4","grey"
"LDHAP4|ENSG00000214110.3","grey"
"LYRM4|ENSG00000214113.11","red"
"MYCBP|ENSG00000214114.9","purple"
"SNRPEP9|ENSG00000214124.3","grey"
"ENSG00000214132|ENSG00000214132.4","brown"
"SDHAP4|ENSG00000214135.10","brown"
"PRCD|ENSG00000214140.11","blue"
"ALG3|ENSG00000214160.10","royalblue"
"AMZ2P1|ENSG00000214174.10","red"
"PLEKHM1P1|ENSG00000214176.11","magenta"
"PTMAP5|ENSG00000214182.5","yellow"
"ST7-OT4|ENSG00000214188.9","yellow"
"ZNF788P|ENSG00000214189.9","pink"
"RNF152P1|ENSG00000214190.2","magenta"
"SH3D21|ENSG00000214193.11","black"
"SMIM30|ENSG00000214194.9","orange"
"TTC41P|ENSG00000214198.8","grey"
"EEF1A1P12|ENSG00000214199.3","pink"
"RPS4XP1|ENSG00000214203.4","grey"
"C19orf38|ENSG00000214212.9","cyan"
"IQCJ|ENSG00000214216.11","black"
"HNRNPA1P10|ENSG00000214223.4","grey"
"C17orf67|ENSG00000214226.9","grey"
"SETP21|ENSG00000214244.4","brown"
"ENSG00000214248|ENSG00000214248.2","grey"
"FIS1|ENSG00000214253.9","blue"
"RPSAP53|ENSG00000214263.2","lightyellow"
"KCTD9P4|ENSG00000214264.4","grey"
"AGGF1P1|ENSG00000214273.4","grey"
"ANG|ENSG00000214274.10","pink"
"SCART1|ENSG00000214279.13","tan"
"ENSG00000214280|ENSG00000214280.3","grey"
"COLCA2|ENSG00000214290.9","lightyellow"
"APTR|ENSG00000214293.11","grey"
"MBLAC1|ENSG00000214309.5","turquoise"
"PDPR2P|ENSG00000214331.8","magenta"
"SOGA3|ENSG00000214338.10","darkorange"
"VAC14-AS1|ENSG00000214353.8","lightyellow"
"NEURL1B|ENSG00000214357.9","green"
"HAUS3|ENSG00000214367.9","midnightblue"
"CYB5AP2|ENSG00000214369.2","grey"
"VSTM5|ENSG00000214376.6","turquoise"
"LINC00488|ENSG00000214381.6","darkorange"
"RPS3AP26|ENSG00000214389.2","steelblue"
"TUBAP2|ENSG00000214391.3","red"
"KANSL1-AS1|ENSG00000214401.6","grey"
"LCNL1|ENSG00000214402.7","skyblue"
"BBIP1|ENSG00000214413.9","blue"
"LRRC37A4P|ENSG00000214425.10","grey"
"VPS33B-DT|ENSG00000214432.9","grey"
"GOLGA2P8|ENSG00000214433.4","turquoise"
"AS3MT|ENSG00000214435.9","pink"
"FAM185BP|ENSG00000214439.6","midnightblue"
"RCN1P2|ENSG00000214455.4","grey"
"PLIN5|ENSG00000214456.8","purple"
"RPL7P29|ENSG00000214457.3","black"
"SMARCE1P6|ENSG00000214465.3","grey"
"RPL7P1|ENSG00000214485.6","steelblue"
"SEC14L6|ENSG00000214491.9","salmon"
"PPME1|ENSG00000214517.10","turquoise"
"STARD10|ENSG00000214530.10","brown"
"KRT18P33|ENSG00000214533.3","brown"
"ZNF705EP|ENSG00000214534.6","grey"
"GTF2IRD2P1|ENSG00000214544.7","grey"
"MEG3|ENSG00000214548.18","turquoise"
"COPS8P2|ENSG00000214552.4","green"
"ENSG00000214558|ENSG00000214558.5","grey"
"NUTM2D|ENSG00000214562.15","skyblue"
"CPEB1|ENSG00000214575.10","turquoise"
"HMGN2P15|ENSG00000214578.5","purple"
"EML6|ENSG00000214595.13","black"
"POLR3DP1|ENSG00000214626.2","black"
"RPSAP6|ENSG00000214629.3","grey"
"COMMD4P1|ENSG00000214646.8","grey"
"ZNF727|ENSG00000214652.6","grey"
"B3GALT9|ENSG00000214654.9","yellow"
"ZSWIM8|ENSG00000214655.11","magenta"
"C10orf105|ENSG00000214688.6","purple"
"ARHGEF33|ENSG00000214694.13","green"
"IFRD2|ENSG00000214706.12","royalblue"
"ENSG00000214708|ENSG00000214708.4","grey"
"CAPN14|ENSG00000214711.10","black"
"ZBED1|ENSG00000214717.12","grey"
"ENSG00000214719|ENSG00000214719.13","turquoise"
"CDIPTOSP|ENSG00000214725.10","grey"
"TOMM6|ENSG00000214736.8","lightcyan"
"GOT2P6|ENSG00000214745.2","yellow"
"HNRNPUL2|ENSG00000214753.4","red"
"CSKMT|ENSG00000214756.8","yellow"
"SEPTIN7P2|ENSG00000214765.10","midnightblue"
"ENSG00000214770|ENSG00000214770.3","grey"
"ENSG00000214773|ENSG00000214773.1","grey"
"ENSG00000214776|ENSG00000214776.12","grey"
"RPS3AP21|ENSG00000214784.4","grey"
"MS4A4E|ENSG00000214787.11","white"
"TUBA5P|ENSG00000214796.9","brown"
"ENSG00000214803|ENSG00000214803.3","brown"
"FER1L6|ENSG00000214814.7","brown"
"CDRT15L2|ENSG00000214819.2","green"
"MPRIPP1|ENSG00000214820.3","grey"
"DDX12P|ENSG00000214826.5","grey"
"MTCP1|ENSG00000214827.11","yellow"
"LINC01347|ENSG00000214837.8","grey"
"RAD51AP2|ENSG00000214842.6","brown"
"DCDC2C|ENSG00000214866.9","white"
"LINC02981|ENSG00000214870.11","green"
"MED28P1|ENSG00000214875.2","grey"
"ENSG00000214888|ENSG00000214888.3","tan"
"LINC01588|ENSG00000214900.13","grey"
"RPS15AP3|ENSG00000214903.4","brown"
"RPL23AP3|ENSG00000214914.3","grey"
"ENSG00000214919|ENSG00000214919.3","pink"
"HLA-F-AS1|ENSG00000214922.9","pink"
"NPIPA8|ENSG00000214940.9","grey"
"ZSWIM7|ENSG00000214941.8","grey"
"ARHGEF28|ENSG00000214944.10","black"
"TBC1D26|ENSG00000214946.15","green"
"LRRC69|ENSG00000214954.9","yellow"
"ENSG00000214955|ENSG00000214955.5","grey"
"CRPPA|ENSG00000214960.11","orange"
"NPIPA7|ENSG00000214967.6","grey"
"PPIAP29|ENSG00000214975.4","grey"
"RPL7AP26|ENSG00000214988.4","turquoise"
"ENSG00000214999|ENSG00000214999.3","grey"
"MESTP4|ENSG00000215004.3","grey"
"CHCHD2P2|ENSG00000215006.4","grey"
"RTL10|ENSG00000215012.9","turquoise"
"ENSG00000215014|ENSG00000215014.5","grey"
"COL28A1|ENSG00000215018.10","purple"
"PHB2|ENSG00000215021.10","lightcyan"
"ENSG00000215022|ENSG00000215022.8","blue"
"RPL13P12|ENSG00000215030.5","grey"
"CD27-AS1|ENSG00000215039.9","blue"
"NEURL4|ENSG00000215041.10","turquoise"
"GRID2IP|ENSG00000215045.9","brown"
"PKMP5|ENSG00000215057.4","black"
"ALOX12-AS1|ENSG00000215067.12","blue"
"ANXA2R-AS1|ENSG00000215068.10","yellow"
"KRT18P11|ENSG00000215089.3","brown"
"ENSG00000215097|ENSG00000215097.3","grey"
"TTC3P1|ENSG00000215105.4","grey60"
"UBXN2B|ENSG00000215114.10","grey60"
"CBWD6|ENSG00000215126.11","tan"
"ENSG00000215146|ENSG00000215146.6","green"
"ENSG00000215154|ENSG00000215154.7","turquoise"
"GUSBP18|ENSG00000215158.9","blue"
"LINC00269|ENSG00000215162.2","turquoise"
"TCEA1P3|ENSG00000215165.3","grey"
"NLRP2B|ENSG00000215174.2","black"
"RPS12P16|ENSG00000215184.2","tan"
"GOLGA6B|ENSG00000215186.7","grey"
"FAM166B|ENSG00000215187.13","purple"
"LINC00680|ENSG00000215190.9","grey"
"PEX26|ENSG00000215193.14","turquoise"
"BASP1-AS1|ENSG00000215196.5","black"
"C5orf49|ENSG00000215217.7","purple"
"UBE2QL1|ENSG00000215218.4","green"
"CYP51A1P3|ENSG00000215223.3","yellow"
"ENSG00000215237|ENSG00000215237.6","grey"
"LINC02449|ENSG00000215241.4","black"
"LINC02649|ENSG00000215244.4","lightyellow"
"LINC02982|ENSG00000215246.6","tan"
"FASTKD5|ENSG00000215251.5","lightcyan"
"GOLGA8B|ENSG00000215252.12","grey"
"DHRS4-AS1|ENSG00000215256.6","yellow"
"HOMEZ|ENSG00000215271.9","yellow"
"CHMP5P1|ENSG00000215284.2","grey"
"ENSG00000215297|ENSG00000215297.3","tan"
"DDX3X|ENSG00000215301.11","greenyellow"
"WHAMMP4|ENSG00000215302.8","grey"
"VPS16|ENSG00000215305.10","turquoise"
"MRPL3P1|ENSG00000215349.2","tan"
"FAM66B|ENSG00000215374.6","grey"
"MYL5|ENSG00000215375.7","skyblue"
"MIR99AHG|ENSG00000215386.15","lightyellow"
"ACTG1P3|ENSG00000215388.3","magenta"
"SCRT2|ENSG00000215397.4","grey"
"MIR17HG|ENSG00000215417.13","yellow"
"ZNF407|ENSG00000215421.10","grey"
"MCM3AP-AS1|ENSG00000215424.10","blue"
"NPEPL1|ENSG00000215440.12","grey"
"ZNF663P|ENSG00000215452.5","grey"
"AATBC|ENSG00000215458.8","purple"
"SIAH3|ENSG00000215475.5","black"
"CES5AP1|ENSG00000215478.8","brown"
"LINC00598|ENSG00000215483.12","salmon"
"HNRNPA1P7|ENSG00000215492.6","greenyellow"
"ENSG00000215512|ENSG00000215512.9","grey"
"EFCAB8|ENSG00000215529.13","grey"
"FRG1JP|ENSG00000215548.2","grey"
"ANKRD20A11P|ENSG00000215559.8","black"
"GRK6P1|ENSG00000215571.5","grey"
"BCORP1|ENSG00000215580.12","grey"
"C20orf202|ENSG00000215595.3","grey"
"HMX1|ENSG00000215612.8","grey"
"GUSBP9|ENSG00000215630.6","blue"
"RSC1A1|ENSG00000215695.2","grey"
"TMEM242|ENSG00000215712.11","red"
"TMEM167B|ENSG00000215717.7","darkgreen"
"FAM72D|ENSG00000215784.6","grey"
"TNFRSF25|ENSG00000215788.11","turquoise"
"SLC35E2A|ENSG00000215790.8","turquoise"
"ENSG00000215795|ENSG00000215795.2","grey"
"RFKP1|ENSG00000215802.3","turquoise"
"LINC01139|ENSG00000215808.4","white"
"ZC3H11B|ENSG00000215817.9","grey"
"SDHAP2|ENSG00000215837.7","royalblue"
"ENSG00000215840|ENSG00000215840.3","grey"
"TSTD1|ENSG00000215845.11","lightcyan"
"PDZK1P1|ENSG00000215859.9","grey"
"ENSG00000215861|ENSG00000215861.8","red"
"LINC01356|ENSG00000215866.9","grey"
"ST13P20|ENSG00000215875.4","black"
"CYB5RL|ENSG00000215883.11","royalblue"
"CROCCP2|ENSG00000215908.11","magenta"
"TTC34|ENSG00000215912.13","darkturquoise"
"ATAD3C|ENSG00000215915.10","blue"
"MIR873|ENSG00000215939.3","black"
"MIR921|ENSG00000215952.1","turquoise"
"MIR300|ENSG00000215957.1","grey"
"MIR874|ENSG00000216009.3","grey"
"MIR8485|ENSG00000216191.1","black"
"ENSG00000216307|ENSG00000216307.2","grey"
"ENSG00000216316|ENSG00000216316.1","darkorange"
"RPSAP43|ENSG00000216471.3","blue"
"IFI30|ENSG00000216490.4","pink"
"ENSG00000216613|ENSG00000216613.2","blue"
"ENSG00000216642|ENSG00000216642.1","grey"
"HMGA1P7|ENSG00000216753.3","blue"
"ENSG00000216775|ENSG00000216775.4","salmon"
"MTCH1P1|ENSG00000216802.1","grey"
"ENSG00000216809|ENSG00000216809.1","grey"
"ENSG00000216813|ENSG00000216813.1","grey"
"R3HDM2P2|ENSG00000216817.1","grey"
"TUBB2BP1|ENSG00000216819.1","turquoise"
"LY86-AS1|ENSG00000216863.11","darkgrey"
"RBM33-DT|ENSG00000216895.9","grey"
"ZNF603P|ENSG00000216901.1","grey"
"ENSG00000216906|ENSG00000216906.2","turquoise"
"GPR89P|ENSG00000216915.2","grey"
"FAM240C|ENSG00000216921.9","grey"
"CCDC7|ENSG00000216937.14","midnightblue"
"RPL21P65|ENSG00000216977.1","grey"
"HSPD1P10|ENSG00000216990.2","grey"
"PPIAP31|ENSG00000217094.2","grey"
"FNIP1|ENSG00000217128.13","greenyellow"
"SP9|ENSG00000217236.2","brown"
"ENSG00000217512|ENSG00000217512.1","yellow"
"RPS16P5|ENSG00000217527.1","lightgreen"
"CKLF|ENSG00000217555.13","cyan"
"MDH1P2|ENSG00000217585.1","grey"
"ENSG00000217612|ENSG00000217612.2","grey"
"YWHAZP10|ENSG00000217624.2","grey"
"PTGES3P2|ENSG00000217643.1","midnightblue"
"ENSG00000217648|ENSG00000217648.1","grey"
"ENSG00000217702|ENSG00000217702.3","grey"
"RPS10P3|ENSG00000217716.3","grey"
"CCT7P1|ENSG00000217733.2","magenta"
"NDUFAB1P1|ENSG00000217767.2","grey"
"LDHAL6FP|ENSG00000217783.2","grey"
"ENSG00000217801|ENSG00000217801.12","brown"
"PAM16|ENSG00000217930.8","turquoise"
"RBM38-AS1|ENSG00000218018.4","grey"
"ENSG00000218027|ENSG00000218027.2","grey"
"ADAMTS7P4|ENSG00000218052.7","black"
"KIRREL3-AS3|ENSG00000218109.6","darkgrey"
"FTH1P26|ENSG00000218213.1","tan"
"MORF4L1P1|ENSG00000218283.2","grey"
"TENM3|ENSG00000218336.9","turquoise"
"LYPLA1P3|ENSG00000218350.1","lightyellow"
"RPS3AP23|ENSG00000218351.2","grey"
"GPC1-AS1|ENSG00000218416.4","darkorange"
"ENSG00000218418|ENSG00000218418.2","grey"
"NDUFS5P1|ENSG00000218424.2","blue"
"ENSG00000218426|ENSG00000218426.5","grey"
"LINC00339|ENSG00000218510.9","yellow"
"ENSG00000218536|ENSG00000218536.1","black"
"MIF-AS1|ENSG00000218537.1","grey"
"ENSG00000218596|ENSG00000218596.2","grey"
"ENSG00000218631|ENSG00000218631.1","grey"
"LINC03010|ENSG00000218672.1","blue"
"ENSG00000218682|ENSG00000218682.1","grey"
"RPL5P21|ENSG00000218689.2","brown"
"ENSG00000218730|ENSG00000218730.1","grey"
"CEBPZOS|ENSG00000218739.10","grey60"
"PAPOLB|ENSG00000218823.2","pink"
"ZNF579|ENSG00000218891.5","magenta"
"FTH1P15|ENSG00000218980.2","black"
"ARL4AP5|ENSG00000218996.1","grey"
"ENSG00000219023|ENSG00000219023.1","grey"
"NPM1P37|ENSG00000219085.1","yellow"
"ENSG00000219133|ENSG00000219133.2","black"
"ENSG00000219150|ENSG00000219150.2","blue"
"RNASEK|ENSG00000219200.12","turquoise"
"ENSG00000219302|ENSG00000219302.2","grey"
"ZNF602P|ENSG00000219392.2","blue"
"HSPA8P15|ENSG00000219395.2","grey"
"ENSG00000219409|ENSG00000219409.2","pink"
"MBL3P|ENSG00000219430.2","black"
"BTBD10P2|ENSG00000219433.2","grey"
"CATSPERZ|ENSG00000219435.6","turquoise"
"TAFA5|ENSG00000219438.9","green"
"ENSG00000219470|ENSG00000219470.1","magenta"
"NBPF1|ENSG00000219481.11","blue"
"FTH1P8|ENSG00000219507.4","grey"
"UMAD1|ENSG00000219545.12","orange"
"ENSG00000219553|ENSG00000219553.2","grey"
"PPP1R3G|ENSG00000219607.4","grey"
"HIGD1AP16|ENSG00000219608.3","grey"
"FAM228B|ENSG00000219626.9","midnightblue"
"BMPR1AP1|ENSG00000219642.2","grey"
"ZNF433-AS1|ENSG00000219665.8","saddlebrown"
"BECN1P2|ENSG00000219669.1","lightyellow"
"FGF7P8|ENSG00000219693.3","grey"
"ENSG00000219712|ENSG00000219712.1","grey"
"RPL32P16|ENSG00000219747.1","grey"
"ZSCAN12P1|ENSG00000219891.3","blue"
"RPL35P3|ENSG00000219902.1","black"
"ENSG00000219928|ENSG00000219928.2","tan"
"LINGO3|ENSG00000220008.4","turquoise"
"ZGLP1|ENSG00000220201.7","turquoise"
"VAMP2|ENSG00000220205.9","turquoise"
"ENSG00000220256|ENSG00000220256.4","black"
"HNRNPH1P1|ENSG00000220305.1","yellow"
"H2BC19P|ENSG00000220323.4","yellow"
"KRT8P42|ENSG00000220378.3","blue"
"ENSG00000220472|ENSG00000220472.1","grey"
"YAP1P1|ENSG00000220494.4","green"
"PGAM1P10|ENSG00000220515.2","turquoise"
"HTR5A-AS1|ENSG00000220575.8","brown"
"ENSG00000220600|ENSG00000220600.2","grey"
"ENSG00000220685|ENSG00000220685.3","grey"
"ENSG00000220694|ENSG00000220694.2","grey"
"RPL5P18|ENSG00000220744.1","black"
"RPL21P28|ENSG00000220749.4","grey"
"MTMR9LP|ENSG00000220785.9","royalblue"
"LINC01881|ENSG00000220804.10","midnightblue"
"RPL21P16|ENSG00000220842.6","steelblue"
"RPS18P9|ENSG00000220848.5","yellow"
"HSPE1P26|ENSG00000220867.1","yellow"
"MRPL35P1|ENSG00000220868.2","grey"
"MIR1250|ENSG00000221025.1","magenta"
"MIR1193|ENSG00000221036.5","turquoise"
"ENSG00000221042|ENSG00000221042.1","grey"
"MIR1296|ENSG00000221063.3","grey"
"ENSG00000221083|ENSG00000221083.1","grey"
"SNORA11B|ENSG00000221102.1","grey"
"SNORA11F|ENSG00000221164.1","grey"
"ENSG00000221184|ENSG00000221184.1","grey"
"MIR1262|ENSG00000221203.1","pink"
"ENSG00000221245|ENSG00000221245.1","grey"
"MIR1255A|ENSG00000221265.1","tan"
"SNORA79|ENSG00000221303.1","grey"
"MIR1200|ENSG00000221325.1","blue"
"MIR320B2|ENSG00000221406.1","grey"
"SNORA81|ENSG00000221420.2","grey"
"RNU4ATAC16P|ENSG00000221439.1","blue"
"MIR1301|ENSG00000221445.3","grey"
"SNORD100|ENSG00000221500.1","grey"
"MIR1285-1|ENSG00000221520.1","grey"
"SNORD99|ENSG00000221539.1","grey"
"RNU6ATAC10P|ENSG00000221562.1","turquoise"
"RNU6ATAC42P|ENSG00000221564.1","green"
"MIR1249|ENSG00000221598.3","magenta"
"ENSG00000221639|ENSG00000221639.1","yellow"
"SNORA77|ENSG00000221643.1","grey"
"MIR1267|ENSG00000221650.1","turquoise"
"RNU6ATAC|ENSG00000221676.1","paleturquoise"
"MIR1298|ENSG00000221710.1","salmon"
"SNORA11|ENSG00000221716.1","paleturquoise"
"SNORA11G|ENSG00000221750.1","grey"
"MIR548F2|ENSG00000221782.1","grey"
"MIR1252|ENSG00000221788.1","grey60"
"MIR1256|ENSG00000221808.1","grey"
"PPP3CB-AS1|ENSG00000221817.12","purple"
"EBF2|ENSG00000221818.9","grey"
"C6orf226|ENSG00000221821.4","lightcyan"
"PPP3R1|ENSG00000221823.11","green"
"FANCG|ENSG00000221829.11","magenta"
"AP4M1|ENSG00000221838.10","magenta"
"C2orf16|ENSG00000221843.6","grey"
"PLXNA4|ENSG00000221866.10","tan"
"CEBPD|ENSG00000221869.5","lightgreen"
"MRPS21P3|ENSG00000221879.3","grey"
"OR3A2|ENSG00000221882.4","grey"
"ARIH2OS|ENSG00000221883.4","grey"
"ZBED8|ENSG00000221886.4","greenyellow"
"HMSD|ENSG00000221887.6","blue"
"NPTXR|ENSG00000221890.6","green"
"FAM200A|ENSG00000221909.3","darkgreen"
"PPP2R2A|ENSG00000221914.11","darkgreen"
"C19orf73|ENSG00000221916.4","grey"
"ZNF880|ENSG00000221923.9","midnightblue"
"TRIM16|ENSG00000221926.13","brown"
"TIGD1|ENSG00000221944.9","grey"
"FXYD7|ENSG00000221946.8","brown"
"XKR9|ENSG00000221947.8","midnightblue"
"LINC02897|ENSG00000221953.5","grey"
"SLC12A8|ENSG00000221955.11","darkturquoise"
"APOL6|ENSG00000221963.6","lightyellow"
"FADS3|ENSG00000221968.9","darkturquoise"
"CCNL2|ENSG00000221978.13","yellow"
"UBA52|ENSG00000221983.8","lightcyan"
"MYBPHL|ENSG00000221986.7","green"
"PPT2|ENSG00000221988.13","royalblue"
"EXOC3-AS1|ENSG00000221990.5","grey"
"ZNF630|ENSG00000221994.12","yellow"
"ENSG00000222000|ENSG00000222000.7","lightyellow"
"LINC01118|ENSG00000222005.9","green"
"BTBD19|ENSG00000222009.9","salmon"
"FAM185A|ENSG00000222011.9","midnightblue"
"RAB6C|ENSG00000222014.6","grey"
"ENSG00000222017|ENSG00000222017.1","grey"
"URAHP|ENSG00000222019.7","grey"
"HDAC4-AS1|ENSG00000222020.5","grey"
"ENSG00000222022|ENSG00000222022.1","tan"
"LINC01793|ENSG00000222030.1","brown"
"ENSG00000222032|ENSG00000222032.2","tan"
"KIAA2012-AS1|ENSG00000222035.4","grey"
"CYTOR|ENSG00000222041.13","brown"
"ENSG00000222042|ENSG00000222042.2","tan"
"RN7SKP154|ENSG00000222068.1","blue"
"RN7SKP110|ENSG00000222078.1","grey"
"RN7SKP16|ENSG00000222112.1","yellow"
"RN7SKP151|ENSG00000222162.1","grey"
"RNA5SP129|ENSG00000222208.1","grey"
"RNU6-757P|ENSG00000222266.1","grey"
"SNORD19C|ENSG00000222345.1","grey"
"RNA5SP237|ENSG00000222346.1","grey"
"RN7SKP56|ENSG00000222445.1","blue"
"Y_RNA|ENSG00000222467.1","grey"
"SNORA79B|ENSG00000222489.1","paleturquoise"
"Y_RNA|ENSG00000222511.2","yellow"
"RNU2-15P|ENSG00000222624.1","grey"
"RNU4-55P|ENSG00000222663.1","grey"
