,gene_id,ensemblID,gene_name,seqname,gene_type,Caudate,DLPFC,Hippocampus,CMC DLPFC
698483,ENSG00000197603.13,ENSG00000197603,C5orf42,chr5,protein_coding,1,0,0,0
698935,ENSG00000113569.15,ENSG00000113569,NUP155,chr5,protein_coding,1,0,0,0
699937,ENSG00000249740.2,ENSG00000249740,OSMR-AS1,chr5,lincRNA,1,0,1,0
701176,ENSG00000112936.18,ENSG00000112936,C7,chr5,protein_coding,1,0,0,0
701620,ENSG00000182836.9,ENSG00000182836,PLCXD3,chr5,protein_coding,1,0,0,0
702977,ENSG00000172244.8,ENSG00000172244,C5orf34,chr5,protein_coding,1,0,0,0
703039,ENSG00000249855.1,ENSG00000249855,EEF1A1P19,chr5,processed_pseudogene,1,0,0,0
703587,ENSG00000272335.1,ENSG00000272335,RP11-53O19.3,chr5,lincRNA,1,0,0,0
703594,ENSG00000164588.6,ENSG00000164588,HCN1,chr5,protein_coding,1,0,0,0
704439,ENSG00000213949.8,ENSG00000213949,ITGA1,chr5,protein_coding,1,0,0,0
705901,ENSG00000152669.8,ENSG00000152669,CCNO,chr5,protein_coding,0,0,0,1
708102,ENSG00000155545.19,ENSG00000155545,MIER3,chr5,protein_coding,1,0,0,0
708667,ENSG00000175857.8,ENSG00000175857,GAPT,chr5,protein_coding,1,0,0,0
709360,ENSG00000035499.12,ENSG00000035499,DEPDC1B,chr5,protein_coding,1,0,0,0
709462,ENSG00000250148.1,ENSG00000250148,KRT8P31,chr5,processed_pseudogene,0,1,0,0
709827,ENSG00000130449.5,ENSG00000130449,ZSWIM6,chr5,protein_coding,1,0,0,0
711918,ENSG00000197860.9,ENSG00000197860,SGTB,chr5,protein_coding,1,0,0,0
711963,ENSG00000123213.22,ENSG00000123213,NLN,chr5,protein_coding,1,0,0,0
714092,ENSG00000134058.10,ENSG00000134058,CDK7,chr5,protein_coding,1,0,0,0
717315,ENSG00000164326.4,ENSG00000164326,CARTPT,chr5,protein_coding,1,1,0,0
718369,ENSG00000251467.1,ENSG00000251467,CTC-250P20.2,chr5,processed_pseudogene,0,1,0,0
718626,ENSG00000164338.9,ENSG00000164338,UTP15,chr5,protein_coding,1,0,0,0
719401,ENSG00000049860.13,ENSG00000049860,HEXB,chr5,protein_coding,1,0,0,0
719847,ENSG00000198780.11,ENSG00000198780,FAM169A,chr5,protein_coding,1,0,0,0
720387,ENSG00000113163.15,ENSG00000113163,COL4A3BP,chr5,protein_coding,1,0,0,0
721203,ENSG00000248127.1,ENSG00000248127,CTC-235G5.3,chr5,lincRNA,1,0,0,0
722060,ENSG00000250615.1,ENSG00000250615,CTC-564N23.2,chr5,antisense,1,0,0,0
722464,ENSG00000164253.13,ENSG00000164253,WDR41,chr5,protein_coding,1,0,0,0
723153,ENSG00000085365.17,ENSG00000085365,SCAMP1,chr5,protein_coding,1,0,0,0
724227,ENSG00000113296.14,ENSG00000113296,THBS4,chr5,protein_coding,1,0,0,0
726266,ENSG00000174695.9,ENSG00000174695,TMEM167A,chr5,protein_coding,1,0,0,0
726304,ENSG00000152422.15,ENSG00000152422,XRCC4,chr5,protein_coding,1,0,0,0
727770,ENSG00000240083.2,ENSG00000240083,RPS3AP22,chr5,processed_pseudogene,0,0,1,0
728994,ENSG00000176018.12,ENSG00000176018,LYSMD3,chr5,protein_coding,1,0,0,0
729584,ENSG00000237187.8,ENSG00000237187,NR2F1-AS1,chr5,antisense,1,0,0,0
729954,ENSG00000133302.12,ENSG00000133302,SLF1,chr5,protein_coding,1,0,0,0
730961,ENSG00000175449.13,ENSG00000175449,RFESD,chr5,protein_coding,1,0,0,0
731370,ENSG00000236882.7,ENSG00000236882,LINC01554,chr5,lincRNA,0,1,0,0
731391,ENSG00000118985.15,ENSG00000118985,ELL2,chr5,protein_coding,1,0,0,0
733782,ENSG00000153922.10,ENSG00000153922,CHD1,chr5,protein_coding,1,0,0,0
734151,ENSG00000113532.12,ENSG00000113532,ST8SIA4,chr5,protein_coding,1,0,0,0
734429,ENSG00000145730.20,ENSG00000145730,PAM,chr5,protein_coding,1,0,0,0
735737,ENSG00000184349.12,ENSG00000184349,EFNA5,chr5,protein_coding,1,0,0,0
736123,ENSG00000198961.9,ENSG00000198961,PJA2,chr5,protein_coding,1,0,0,0
736454,ENSG00000164209.16,ENSG00000164209,SLC25A46,chr5,protein_coding,1,0,0,0
736630,ENSG00000134987.11,ENSG00000134987,WDR36,chr5,protein_coding,1,0,0,0
737682,ENSG00000134982.16,ENSG00000134982,APC,chr5,protein_coding,0,0,0,1
737917,ENSG00000212370.1,ENSG00000212370,RNU6-482P,chr5,snRNA,0,1,0,0
738470,ENSG00000047188.15,ENSG00000047188,YTHDC2,chr5,protein_coding,1,0,0,0
739442,ENSG00000172901.19,ENSG00000172901,LVRN,chr5,protein_coding,0,1,0,0
742108,ENSG00000205302.6,ENSG00000205302,SNX2,chr5,protein_coding,1,0,0,0
742269,ENSG00000260686.1,ENSG00000260686,CTB-36H16.2,chr5,sense_overlapping,1,0,0,0
742456,ENSG00000061455.10,ENSG00000061455,PRDM6,chr5,protein_coding,1,0,0,0
744605,ENSG00000113368.11,ENSG00000113368,LMNB1,chr5,protein_coding,1,0,0,0
745174,ENSG00000205279.8,ENSG00000205279,CTXN3,chr5,protein_coding,1,0,0,0
746348,ENSG00000198108.3,ENSG00000198108,CHSY3,chr5,protein_coding,1,0,0,0
746641,ENSG00000158987.20,ENSG00000158987,RAPGEF6,chr5,protein_coding,1,0,0,0
749060,ENSG00000113522.13,ENSG00000113522,RAD50,chr5,protein_coding,1,0,0,0
749410,ENSG00000131437.15,ENSG00000131437,KIF3A,chr5,protein_coding,1,0,0,0
750117,ENSG00000164405.10,ENSG00000164405,UQCRQ,chr5,protein_coding,0,1,0,0
750177,ENSG00000072364.12,ENSG00000072364,AFF4,chr5,protein_coding,1,0,0,0
750792,ENSG00000213585.10,ENSG00000213585,VDAC1,chr5,protein_coding,1,0,0,0
751421,ENSG00000113575.9,ENSG00000113575,PPP2CA,chr5,protein_coding,1,0,0,0
751471,ENSG00000273345.5,ENSG00000273345,CTD-2410N18.4,chr5,processed_transcript,1,0,0,0
751698,ENSG00000119048.7,ENSG00000119048,UBE2B,chr5,protein_coding,1,0,0,0
753098,ENSG00000270021.1,ENSG00000270021,CTC-203F4.2,chr5,antisense,1,0,0,0
753131,ENSG00000250167.1,ENSG00000250167,CTC-321K16.1,chr5,antisense,1,0,0,0
753991,ENSG00000152377.13,ENSG00000152377,SPOCK1,chr5,protein_coding,1,0,0,0
754301,ENSG00000177733.6,ENSG00000177733,HNRNPA0,chr5,protein_coding,1,0,0,0
762046,ENSG00000204970.9,ENSG00000204970,PCDHA1,chr5,protein_coding,1,0,0,0
762658,ENSG00000255622.3,ENSG00000255622,PCDHB17P,chr5,transcribed_unprocessed_pseudogene,1,0,0,0
762686,ENSG00000272674.3,ENSG00000272674,PCDHB16,chr5,protein_coding,1,0,0,0
762729,ENSG00000177839.6,ENSG00000177839,PCDHB9,chr5,protein_coding,1,0,0,0
762751,ENSG00000120324.8,ENSG00000120324,PCDHB10,chr5,protein_coding,1,0,0,0
762810,ENSG00000120327.6,ENSG00000120327,PCDHB14,chr5,protein_coding,1,0,0,0
762865,ENSG00000277795.1,ENSG00000277795,AC005752.10,chr5,processed_pseudogene,1,0,0,0
763062,ENSG00000262209.2,ENSG00000262209,PCDHGB3,chr5,protein_coding,1,0,0,0
763082,ENSG00000253731.2,ENSG00000253731,PCDHGA6,chr5,protein_coding,1,0,0,0
763103,ENSG00000253537.2,ENSG00000253537,PCDHGA7,chr5,protein_coding,1,0,0,0
763297,ENSG00000248449.2,ENSG00000248449,PCDHGB8P,chr5,transcribed_unitary_pseudogene,1,0,0,0
763445,ENSG00000240764.3,ENSG00000240764,PCDHGC5,chr5,protein_coding,1,0,0,0
765525,ENSG00000236714.1,ENSG00000236714,AC005592.1,chr5,lincRNA,0,0,0,1
766118,ENSG00000145817.16,ENSG00000145817,YIPF5,chr5,protein_coding,1,0,0,0
766804,ENSG00000091009.7,ENSG00000091009,RBM27,chr5,protein_coding,1,0,0,0
766885,ENSG00000113649.11,ENSG00000113649,TCERG1,chr5,protein_coding,1,0,0,0
769468,ENSG00000173210.19,ENSG00000173210,ABLIM3,chr5,protein_coding,1,0,0,0
770764,ENSG00000155850.7,ENSG00000155850,SLC26A2,chr5,protein_coding,1,0,0,0
770983,ENSG00000182578.13,ENSG00000182578,CSF1R,chr5,protein_coding,0,1,1,0
772934,ENSG00000145908.12,ENSG00000145908,ZNF300,chr5,protein_coding,0,0,0,1
773721,ENSG00000197043.13,ENSG00000197043,ANXA6,chr5,protein_coding,1,0,0,0
775249,ENSG00000155511.17,ENSG00000155511,GRIA1,chr5,protein_coding,1,0,0,0
779231,ENSG00000249738.8,ENSG00000249738,AC008697.1,chr5,antisense,1,0,1,0
780001,ENSG00000145864.12,ENSG00000145864,GABRB2,chr5,protein_coding,1,0,0,0
781470,ENSG00000145934.16,ENSG00000145934,TENM2,chr5,protein_coding,1,0,0,0
782137,ENSG00000120137.6,ENSG00000120137,PANK3,chr5,protein_coding,1,0,0,0
782190,ENSG00000184347.14,ENSG00000184347,SLIT3,chr5,protein_coding,1,0,0,0
785172,ENSG00000214357.8,ENSG00000214357,NEURL1B,chr5,protein_coding,1,0,0,0
785927,ENSG00000113742.12,ENSG00000113742,CPEB4,chr5,protein_coding,1,0,0,0
786340,ENSG00000164466.12,ENSG00000164466,SFXN1,chr5,protein_coding,1,0,0,0
787742,ENSG00000146066.2,ENSG00000146066,HIGD2A,chr5,protein_coding,1,0,0,0
788611,ENSG00000113763.10,ENSG00000113763,UNC5A,chr5,protein_coding,1,0,0,0
789003,ENSG00000113761.11,ENSG00000113761,ZNF346,chr5,protein_coding,1,0,0,0
793973,ENSG00000177932.6,ENSG00000177932,ZNF354C,chr5,protein_coding,0,0,0,1
794372,ENSG00000169045.17,ENSG00000169045,HNRNPH1,chr5,protein_coding,1,0,0,0
796465,ENSG00000113269.13,ENSG00000113269,RNF130,chr5,protein_coding,1,0,0,0
800515,ENSG00000180822.11,ENSG00000180822,PSMG4,chr6,protein_coding,1,0,0,0
800934,ENSG00000112739.16,ENSG00000112739,PRPF4B,chr6,protein_coding,1,0,0,0
801728,ENSG00000220685.3,ENSG00000220685,RP11-530A18.1,chr6,processed_pseudogene,1,0,0,0
804524,ENSG00000111837.11,ENSG00000111837,MAK,chr6,protein_coding,1,0,0,0
804979,ENSG00000224531.5,ENSG00000224531,SMIM13,chr6,protein_coding,0,1,0,0
805360,ENSG00000095951.16,ENSG00000095951,HIVEP1,chr6,protein_coding,1,0,0,0
805498,ENSG00000078401.6,ENSG00000078401,EDN1,chr6,protein_coding,0,0,1,0
805995,ENSG00000145990.10,ENSG00000145990,GFOD1,chr6,protein_coding,0,0,0,1
806511,ENSG00000008083.13,ENSG00000008083,JARID2,chr6,protein_coding,1,0,0,0
807052,ENSG00000272341.1,ENSG00000272341,RP1-151F17.2,chr6,lincRNA,1,0,0,0
807086,ENSG00000112183.14,ENSG00000112183,RBM24,chr6,protein_coding,1,0,0,0
809013,ENSG00000146038.11,ENSG00000146038,DCDC2,chr6,protein_coding,0,0,0,1
809070,ENSG00000124532.14,ENSG00000124532,MRS2,chr6,protein_coding,1,0,0,0
811044,ENSG00000275714.1,ENSG00000275714,HIST1H3A,chr6,protein_coding,0,0,0,1
811296,ENSG00000197061.4,ENSG00000197061,HIST1H4C,chr6,protein_coding,1,0,0,0
811494,ENSG00000274750.2,ENSG00000274750,HIST1H3E,chr6,protein_coding,0,0,0,1
812076,ENSG00000026950.16,ENSG00000026950,BTN3A1,chr6,protein_coding,0,0,0,1
812598,ENSG00000228223.2,ENSG00000228223,HCG11,chr6,lincRNA,1,0,0,0
814200,ENSG00000232040.2,ENSG00000232040,ZBED9,chr6,protein_coding,1,0,0,0
816633,ENSG00000270604.5,ENSG00000270604,HCG17,chr6,lincRNA,1,0,0,0
818405,ENSG00000137331.11,ENSG00000137331,IER3,chr6,protein_coding,1,0,0,0
821664,ENSG00000204482.10,ENSG00000204482,LST1,chr6,protein_coding,0,1,0,0
825309,ENSG00000204371.11,ENSG00000204371,EHMT2,chr6,protein_coding,1,0,0,0
826155,ENSG00000243649.8,ENSG00000243649,CFB,chr6,protein_coding,1,0,0,0
827349,ENSG00000204338.8,ENSG00000204338,CYP21A1P,chr6,transcribed_unprocessed_pseudogene,1,0,0,0
828482,ENSG00000258388.7,ENSG00000258388,PPT2-EGFL8,chr6,protein_coding,1,0,0,0
834131,ENSG00000137288.9,ENSG00000137288,UQCC2,chr6,protein_coding,1,0,0,0
835278,ENSG00000272288.5,ENSG00000272288,RP11-140K17.3,chr6,antisense,1,0,0,0
836986,ENSG00000096063.15,ENSG00000096063,SRPK1,chr6,protein_coding,1,0,0,0
837408,ENSG00000112062.10,ENSG00000112062,MAPK14,chr6,protein_coding,1,0,0,0
838077,ENSG00000010030.13,ENSG00000010030,ETV7,chr6,protein_coding,0,0,0,1
838542,ENSG00000124762.13,ENSG00000124762,CDKN1A,chr6,protein_coding,1,0,0,0
839589,ENSG00000198937.8,ENSG00000198937,CCDC167,chr6,protein_coding,1,0,0,0
839851,ENSG00000183826.16,ENSG00000183826,BTBD9,chr6,protein_coding,1,0,0,0
842090,ENSG00000095970.16,ENSG00000095970,TREM2,chr6,protein_coding,0,1,0,0
842577,ENSG00000112559.13,ENSG00000112559,MDFI,chr6,protein_coding,1,0,0,0
843082,ENSG00000124593.14,ENSG00000124593,PRICKLE4,chr6,protein_coding,1,0,0,0
844447,ENSG00000206848.1,ENSG00000206848,RNU6-890P,chr6,snRNA,0,0,1,0
844763,ENSG00000124713.5,ENSG00000124713,GNMT,chr6,protein_coding,1,0,0,0
847468,ENSG00000204052.4,ENSG00000204052,LRRC73,chr6,protein_coding,1,0,0,0
848836,ENSG00000180992.6,ENSG00000180992,MRPL14,chr6,protein_coding,1,0,0,0
849776,ENSG00000178233.17,ENSG00000178233,TMEM151B,chr6,protein_coding,1,0,0,0
849822,ENSG00000146221.9,ENSG00000146221,TCTE1,chr6,protein_coding,0,0,0,1
850494,ENSG00000112796.9,ENSG00000112796,ENPP5,chr6,protein_coding,1,0,0,0
850596,ENSG00000146233.7,ENSG00000146233,CYP39A1,chr6,protein_coding,1,0,0,0
852804,ENSG00000170915.8,ENSG00000170915,PAQR8,chr6,protein_coding,1,0,0,0
853922,ENSG00000112146.16,ENSG00000112146,FBXO9,chr6,protein_coding,0,1,0,0
854537,ENSG00000137269.14,ENSG00000137269,LRRC1,chr6,protein_coding,1,0,0,0
855606,ENSG00000151914.19,ENSG00000151914,DST,chr6,protein_coding,1,0,0,0
858008,ENSG00000118482.11,ENSG00000118482,PHF3,chr6,protein_coding,1,0,0,0
858585,ENSG00000233859.2,ENSG00000233859,ADH5P4,chr6,processed_pseudogene,1,0,0,0
859820,ENSG00000112305.14,ENSG00000112305,SMAP1,chr6,protein_coding,1,0,0,0
861100,ENSG00000185760.15,ENSG00000185760,KCNQ5,chr6,protein_coding,1,0,0,0
861455,ENSG00000232422.1,ENSG00000232422,KNOP1P4,chr6,processed_pseudogene,1,0,0,0
861498,ENSG00000256980.4,ENSG00000256980,KHDC1L,chr6,protein_coding,1,0,0,0
862225,ENSG00000119899.12,ENSG00000119899,SLC17A5,chr6,protein_coding,1,0,0,0
864780,ENSG00000272137.1,ENSG00000272137,RP11-177G23.2,chr6,lincRNA,1,0,0,0
865864,ENSG00000083097.14,ENSG00000083097,DOPEY1,chr6,protein_coding,1,0,0,0
866473,ENSG00000065609.14,ENSG00000065609,SNAP91,chr6,protein_coding,1,0,0,0
867245,ENSG00000065615.13,ENSG00000065615,CYB5R4,chr6,protein_coding,1,0,0,0
868414,ENSG00000135316.17,ENSG00000135316,SYNCRIP,chr6,protein_coding,1,0,0,0
869575,ENSG00000118432.12,ENSG00000118432,CNR1,chr6,protein_coding,1,0,0,0
869815,ENSG00000154548.8,ENSG00000154548,SRSF12,chr6,protein_coding,1,0,0,0
870083,ENSG00000198833.6,ENSG00000198833,UBE2J1,chr6,protein_coding,1,0,0,0
870105,ENSG00000025039.14,ENSG00000025039,RRAGD,chr6,protein_coding,1,0,0,0
870152,ENSG00000135299.16,ENSG00000135299,ANKRD6,chr6,protein_coding,0,1,0,0
871341,ENSG00000135341.17,ENSG00000135341,MAP3K7,chr6,protein_coding,1,0,0,0
873350,ENSG00000152034.10,ENSG00000152034,MCHR2,chr6,protein_coding,1,0,0,0
873691,ENSG00000164418.19,ENSG00000164418,GRIK2,chr6,protein_coding,1,0,0,0
873982,ENSG00000085382.11,ENSG00000085382,HACE1,chr6,protein_coding,1,0,0,0
874322,ENSG00000187772.7,ENSG00000187772,LIN28B,chr6,protein_coding,1,0,0,0
874490,ENSG00000085377.13,ENSG00000085377,PREP,chr6,protein_coding,1,0,0,0
875492,ENSG00000025796.13,ENSG00000025796,SEC63,chr6,protein_coding,1,0,0,0
875688,ENSG00000225174.1,ENSG00000225174,OSTM1-AS1,chr6,lincRNA,1,0,0,0
875695,ENSG00000112333.11,ENSG00000112333,NR2E1,chr6,protein_coding,1,0,0,0
875986,ENSG00000203801.8,ENSG00000203801,LINC00222,chr6,lincRNA,0,0,1,0
877790,ENSG00000146360.8,ENSG00000146360,GPR6,chr6,protein_coding,0,0,0,1
877808,ENSG00000112290.12,ENSG00000112290,WASF1,chr6,protein_coding,1,0,0,0
878005,ENSG00000168438.14,ENSG00000168438,CDC40,chr6,protein_coding,1,0,0,0
878141,ENSG00000053328.8,ENSG00000053328,METTL24,chr6,protein_coding,1,0,0,0
878815,ENSG00000230177.1,ENSG00000230177,RP5-1112D6.4,chr6,antisense,0,0,1,0
878822,ENSG00000009413.15,ENSG00000009413,REV3L,chr6,protein_coding,1,0,0,0
880220,ENSG00000203778.7,ENSG00000203778,FAM229B,chr6,protein_coding,1,0,0,0
881360,ENSG00000111816.7,ENSG00000111816,FRK,chr6,protein_coding,1,0,0,0
881888,ENSG00000153975.9,ENSG00000153975,ZUFSP,chr6,protein_coding,1,0,0,0
882552,ENSG00000047932.13,ENSG00000047932,GOPC,chr6,protein_coding,1,0,0,0
883797,ENSG00000279453.1,ENSG00000279453,RP3-425C14.4,chr6,TEC,1,0,0,0
883800,ENSG00000111897.6,ENSG00000111897,SERINC1,chr6,protein_coding,1,0,0,0
884323,ENSG00000188580.13,ENSG00000188580,NKAIN2,chr6,protein_coding,0,0,0,1
884402,ENSG00000146373.16,ENSG00000146373,RNF217,chr6,protein_coding,1,0,0,0
886887,ENSG00000196569.11,ENSG00000196569,LAMA2,chr6,protein_coding,1,0,0,0
887327,ENSG00000146376.10,ENSG00000146376,ARHGAP18,chr6,protein_coding,1,0,0,0
887791,ENSG00000164483.16,ENSG00000164483,SAMD3,chr6,protein_coding,0,0,0,1
888771,ENSG00000118507.15,ENSG00000118507,AKAP7,chr6,protein_coding,1,0,0,0
891162,ENSG00000118515.11,ENSG00000118515,SGK1,chr6,protein_coding,1,0,0,0
894170,ENSG00000029363.15,ENSG00000029363,BCLAF1,chr6,protein_coding,1,0,0,0
895621,ENSG00000112378.11,ENSG00000112378,PERP,chr6,protein_coding,1,0,0,0
895780,ENSG00000135540.11,ENSG00000135540,NHSL1,chr6,protein_coding,1,0,0,0
895967,ENSG00000203734.11,ENSG00000203734,ECT2L,chr6,protein_coding,1,1,0,0
896758,ENSG00000164440.14,ENSG00000164440,TXLNB,chr6,protein_coding,0,0,0,1
900135,ENSG00000203727.3,ENSG00000203727,SAMD5,chr6,protein_coding,0,0,0,1
900369,ENSG00000228408.6,ENSG00000228408,RP1-111D6.3,chr6,lincRNA,1,0,0,0
900814,ENSG00000131023.12,ENSG00000131023,LATS1,chr6,protein_coding,1,0,0,0
901212,ENSG00000120256.9,ENSG00000120256,LRP11,chr6,protein_coding,1,0,0,0
901521,ENSG00000198729.4,ENSG00000198729,PPP1R14C,chr6,protein_coding,1,0,0,0
905518,ENSG00000146426.17,ENSG00000146426,TIAM2,chr6,protein_coding,1,0,0,0
906042,ENSG00000029639.10,ENSG00000029639,TFB1M,chr6,protein_coding,0,0,0,1
906759,ENSG00000215712.10,ENSG00000215712,TMEM242,chr6,protein_coding,1,0,0,0
907496,ENSG00000146433.8,ENSG00000146433,TMEM181,chr6,protein_coding,1,0,0,0
907974,ENSG00000164691.16,ENSG00000164691,TAGAP,chr6,protein_coding,0,0,1,0
908062,ENSG00000164694.16,ENSG00000164694,FNDC1,chr6,protein_coding,1,0,0,0
908188,ENSG00000112096.16,ENSG00000112096,SOD2,chr6,protein_coding,0,0,1,0
908965,ENSG00000197081.12,ENSG00000197081,IGF2R,chr6,protein_coding,1,0,0,0
909097,ENSG00000213073.4,ENSG00000213073,RP11-288H12.3,chr6,transcribed_processed_pseudogene,0,0,1,0
909638,ENSG00000276960.1,ENSG00000276960,RP1-81D8.5,chr6,unprocessed_pseudogene,0,1,0,0
912485,ENSG00000130396.20,ENSG00000130396,MLLT4,chr6,protein_coding,1,0,0,0
917082,ENSG00000164880.15,ENSG00000164880,INTS1,chr7,protein_coding,1,0,0,0
917512,ENSG00000002822.15,ENSG00000002822,MAD1L1,chr7,protein_coding,1,0,0,0
918444,ENSG00000106009.15,ENSG00000106009,BRAT1,chr7,protein_coding,1,0,0,0
919256,ENSG00000198286.9,ENSG00000198286,CARD11,chr7,protein_coding,1,1,1,0
919764,ENSG00000242802.6,ENSG00000242802,AP5Z1,chr7,protein_coding,1,0,0,0
920558,ENSG00000182095.14,ENSG00000182095,TNRC18,chr7,protein_coding,1,0,0,0
920774,ENSG00000155034.18,ENSG00000155034,FBXL18,chr7,protein_coding,1,0,0,0
922958,ENSG00000164631.18,ENSG00000164631,ZNF12,chr7,protein_coding,1,0,0,0
924643,ENSG00000106443.15,ENSG00000106443,PHF14,chr7,protein_coding,1,0,0,0
928556,ENSG00000105849.5,ENSG00000105849,TWISTNB,chr7,protein_coding,1,0,0,0
928801,ENSG00000271133.5,ENSG00000271133,CTA-293F17.1,chr7,antisense,1,0,0,0
929132,ENSG00000105866.13,ENSG00000105866,SP4,chr7,protein_coding,1,0,0,0
929178,ENSG00000105877.17,ENSG00000105877,DNAH11,chr7,protein_coding,1,0,0,0
929732,ENSG00000164649.19,ENSG00000164649,CDCA7L,chr7,protein_coding,0,0,0,1
932770,ENSG00000223561.6,ENSG00000223561,AC003090.1,chr7,lincRNA,1,0,0,0
933988,ENSG00000106052.13,ENSG00000106052,TAX1BP1,chr7,protein_coding,1,0,0,0
935504,ENSG00000106080.10,ENSG00000106080,FKBP14,chr7,protein_coding,0,0,1,0
935545,ENSG00000106086.18,ENSG00000106086,PLEKHA8,chr7,protein_coding,0,0,1,0
936279,ENSG00000106105.13,ENSG00000106105,GARS,chr7,protein_coding,1,0,0,0
937866,ENSG00000105778.17,ENSG00000105778,AVL9,chr7,protein_coding,1,0,0,0
940060,ENSG00000164542.12,ENSG00000164542,KIAA0895,chr7,protein_coding,1,0,0,0
940453,ENSG00000136250.11,ENSG00000136250,AOAH,chr7,protein_coding,0,0,1,0
942222,ENSG00000006451.7,ENSG00000006451,RALA,chr7,protein_coding,0,0,0,1
942720,ENSG00000224116.6,ENSG00000224116,INHBA-AS1,chr7,antisense,1,0,0,0
943714,ENSG00000106608.16,ENSG00000106608,URGCP,chr7,protein_coding,0,0,0,1
943855,ENSG00000078967.12,ENSG00000078967,UBE2D4,chr7,protein_coding,1,0,0,0
947125,ENSG00000122515.14,ENSG00000122515,ZMIZ2,chr7,protein_coding,1,0,0,0
952203,ENSG00000170419.10,ENSG00000170419,VSTM2A,chr7,protein_coding,1,0,0,0
952282,ENSG00000224223.1,ENSG00000224223,VSTM2A-OT1,chr7,sense_overlapping,1,0,0,0
953096,ENSG00000178665.14,ENSG00000178665,ZNF713,chr7,protein_coding,0,0,0,1
954036,ENSG00000106153.12,ENSG00000106153,CHCHD2,chr7,protein_coding,1,0,0,0
954995,ENSG00000232727.2,ENSG00000232727,YWHAEP1,chr7,processed_pseudogene,1,0,0,0
955703,ENSG00000169919.16,ENSG00000169919,GUSB,chr7,protein_coding,1,0,0,0
956198,ENSG00000169902.13,ENSG00000169902,TPST1,chr7,protein_coding,1,0,0,0
956346,ENSG00000229180.5,ENSG00000229180,GS1-124K5.11,chr7,lincRNA,1,0,0,0
957032,ENSG00000233423.1,ENSG00000233423,RP4-736H5.3,chr7,lincRNA,1,0,0,0
961338,ENSG00000106683.14,ENSG00000106683,LIMK1,chr7,protein_coding,1,0,0,0
963232,ENSG00000274523.4,ENSG00000274523,RCC1L,chr7,protein_coding,1,0,0,0
966333,ENSG00000127951.6,ENSG00000127951,FGL2,chr7,protein_coding,0,1,0,0
969282,ENSG00000153956.15,ENSG00000153956,CACNA2D1,chr7,protein_coding,1,0,0,0
970189,ENSG00000164659.14,ENSG00000164659,KIAA1324L,chr7,protein_coding,1,0,0,0
971961,ENSG00000105784.15,ENSG00000105784,RUNDC3B,chr7,protein_coding,1,0,0,0
972953,ENSG00000127954.12,ENSG00000127954,STEAP4,chr7,protein_coding,1,0,0,0
973591,ENSG00000105793.15,ENSG00000105793,GTPBP10,chr7,protein_coding,1,0,0,0
973786,ENSG00000157224.15,ENSG00000157224,CLDN12,chr7,protein_coding,1,0,0,0
974180,ENSG00000157240.3,ENSG00000157240,FZD1,chr7,protein_coding,1,0,0,0
974290,ENSG00000127914.16,ENSG00000127914,AKAP9,chr7,protein_coding,1,0,0,0
977410,ENSG00000127995.16,ENSG00000127995,CASD1,chr7,protein_coding,1,0,0,0
977811,ENSG00000158528.11,ENSG00000158528,PPP1R9A,chr7,protein_coding,1,0,0,0
978072,ENSG00000236197.3,ENSG00000236197,AC002429.5,chr7,protein_coding,1,0,0,0
978660,ENSG00000158560.14,ENSG00000158560,DYNC1I1,chr7,protein_coding,1,0,0,0
979125,ENSG00000127922.9,ENSG00000127922,SHFM1,chr7,protein_coding,1,0,0,0
979986,ENSG00000205356.9,ENSG00000205356,TECPR1,chr7,protein_coding,1,0,0,0
984705,ENSG00000106290.14,ENSG00000106290,TAF6,chr7,protein_coding,1,0,0,0
985062,ENSG00000242798.1,ENSG00000242798,RP11-506M12.1,chr7,antisense,1,0,0,0
985066,ENSG00000166997.7,ENSG00000166997,CNPY4,chr7,protein_coding,1,0,0,0
985142,ENSG00000188186.10,ENSG00000188186,LAMTOR4,chr7,protein_coding,1,0,0,0
985422,ENSG00000197093.10,ENSG00000197093,GAL3ST4,chr7,protein_coding,0,0,1,0
986948,ENSG00000166925.8,ENSG00000166925,TSC22D4,chr7,protein_coding,1,0,0,0
987005,ENSG00000166924.8,ENSG00000166924,NYAP1,chr7,protein_coding,1,0,0,0
987213,ENSG00000077454.15,ENSG00000077454,LRCH4,chr7,protein_coding,1,0,0,0
987601,ENSG00000106330.11,ENSG00000106330,MOSPD3,chr7,protein_coding,1,0,0,0
988233,ENSG00000146830.9,ENSG00000146830,GIGYF1,chr7,protein_coding,1,0,0,0
989449,ENSG00000087077.12,ENSG00000087077,TRIP6,chr7,protein_coding,1,0,0,0
990722,ENSG00000106400.11,ENSG00000106400,ZNHIT1,chr7,protein_coding,1,0,0,0
992241,ENSG00000160993.3,ENSG00000160993,ALKBH4,chr7,protein_coding,1,0,0,0
993935,ENSG00000128606.12,ENSG00000128606,LRRC17,chr7,protein_coding,0,0,0,1
996019,ENSG00000187416.11,ENSG00000187416,LHFPL3,chr7,protein_coding,0,0,0,1
996114,ENSG00000228393.3,ENSG00000228393,LINC01004,chr7,antisense,1,0,0,0
997255,ENSG00000128536.15,ENSG00000128536,CDHR3,chr7,protein_coding,0,1,0,0
997447,ENSG00000008282.8,ENSG00000008282,SYPL1,chr7,protein_coding,0,0,0,1
